Ticker
ROST
MKTX
COST
HD
MSFT
ANSS
PAYX
UNH
ROL
V
MNST
ACN
BLK
ULTA
ROLL
TXRH
NKE
CRVL
TJX
FELE
NEOG
GOOGL
HRL
SEIC
JPM
FDS
MMM
IDXX
ICLR
FAST
LOPE
JKHY
MTD
ADP
JJSF
BCPC
CPRT
ATRI
TROW
CNS
AME
HEI
ATR
CTSH
FIZZ
OMC
MASI
CHKP
MDT
LULU
SHOO
AZO
FOXF
TDY
TR
BF
NFLX
ORLY
CAKE
CME
GWW
UNF
SAM
EL
NTRS
SYY
MORN
EV
CASY
EXLS
FFIN
WSO
G
RMD
MNRO
ADBE
JCOM
AAP
TSCO
GNTX
EXPO
HSIC
MED
ECOL
EW
FFIV
WST
TTC
IPGP
AAPL
DIS
JNJ
TXN
ISRG
SBUX
SNA
CSCO
NSP
MPWR
NDSN
CERN
APH
CBRL
INTU
AOS
AYI
CHD
BMI
INTC
MCD
WMT
PB
BR
CLX
SPGI
TIF
SAP
PEP
CL
PH
PKG
UL
AAON
MMS
CTAS
GL
DG
LKFN
CSL
H
APD
IEX
SNX
HSY
MANH
ADI
OZK
MCO
WWD
GD
WAT
BJRI
MSCI
AWR
WINA
DHR
WSM
ECL
DHIL
SYBT
HUM
FCFS
SON
DGX
LECO
PLUS
LOW
BIO
NEU
USPH
EGBN
CSFL
CSGP
PRI
CBSH
CBU
MLM
UHS
HCSG
MA
ODFL
AMZN
ILMN
NVDA
LRCX
COKE
ALGN
EXPD
LFUS
TPL
BKNG
SHW
CGNX
RHI
JBHT
XLNX
IRBT
COLM
VMW
ROP
LANC
BIIB
SYK
AFL
HON
CHE
CNXN
LSTR
ALG
CSX
EGOV
FICO
FL
LII
LKQ
LMT
MCRI
ORCL
PRFT
TYL
UNP
UTMD
VRSK
CBOE
CBRE
COO
FLT
FTNT
GPC
KLAC
LEG
MXIM
SWK
SIVB
TMO
VFC
CRI
FNF
JAZZ
LCII
UFPT
