Ticker,Company,MS,MBI,MB,CNN,BS
HVT.A,Haverty Furniture Companies Inc,True,False,True,True,False
HWM,Howmet Aerospace Inc,True,True,True,True,False
IFFT,,True,True,False,True,False
IFS,Intercorp Financial Services Inc,True,True,True,True,False
IPV,InterPrivate Acquisition Corp,True,True,False,True,False
ISG,,True,True,True,False,False
J,Jacobs Engineering Group Inc,True,True,True,True,False
JEF,Jefferies Financial Group Inc,True,True,True,True,False
JIH,Juniper Industrial Holdings Inc,True,True,False,True,False
JIH.U,,True,False,False,False,False
KRP,Kimbell Royalty Partners LP,True,True,True,True,False
KTH,,True,True,False,True,False
LEAF,Leaf Group Ltd,True,True,True,True,False
LGC,Legacy Acquisition Corp,True,True,True,True,False
LHC,Leo Holdings Corp,True,True,True,True,False
LHC.U,,True,False,False,False,False
LINX,Linx SA,True,True,True,True,False
MAXR,Maxar Technologies Inc,True,True,True,True,False
MCC,Medley Capital Corp,True,True,True,True,False
MEC,Mayville Engineering Co Inc,True,True,True,True,False
MFAC,Megalith Financial Acquisition Corp,True,True,False,True,False
MGY,Magnolia Oil & Gas Corp,True,True,True,True,False
MHPC,Manufactured Housing Properties Inc,True,False,False,True,False
MKC.V,McCormick & Co Inc,True,False,True,True,False
MNRL,Brigham Minerals Inc,True,True,True,True,False
MOGU,MOGU Inc,True,True,True,True,False
MR,Montage Resources Corp,True,True,True,True,False
MSC,Studio City International Holdings Ltd,True,True,True,True,False
MTLPR,Mechel PAO,True,False,False,False,False
MUFG,Mitsubishi UFJ Financial Group Inc,True,True,True,True,False
MVC,MVC Capital Inc,True,True,True,True,False
MVO,MV Oil Trust,True,True,True,True,False
NEX,NexTier Oilfield Solutions Inc,True,True,True,True,False
NFH,New Frontier Health Corp,True,True,True,True,False
NMFC,New Mountain Finance Corp,True,True,True,True,False
NREF,NexPoint Real Estate Finance Inc,True,True,True,True,False
NRT,North European Oil Royalty Trust,True,True,True,True,False
NSCO,Nesco Holdings Inc,True,True,True,True,False
NTCO,Natura &Co Holding SA,True,True,True,True,False
OAC,Oaktree Acquisition Corp,True,True,False,True,False
OAC.U,,True,False,False,False,False
OCFT,OneConnect Financial Technology Co Ltd,True,True,True,True,False
OIBR.C,Oi SA,True,False,True,True,False
ONTO,Onto Innovation Inc,True,True,True,True,False
ORCC,Owl Rock Capital Corp,True,True,True,True,False
OVV,Ovintiv Inc,True,True,True,True,False
PACD,Pacific Drilling SA,True,True,,True,False
PACK,Ranpak Holdings Corp,True,True,,True,False
PBR.A,Petroleo Brasileiro SA Petrobras,True,False,True,True,False
PER,SandRidge Permian Trust,True,True,True,True,False
PFSI,PennyMac Financial Services Inc,True,True,True,True,False
PHR,Phreesia Inc,True,True,True,True,False
PIC,Pivotal Investment Corp II,True,True,True,True,False
PIC.U,,True,False,False,False,False
PINE,Alpine Income Property Trust Inc,True,True,True,True,False
PIPR,Piper Sandler Cos,True,True,True,True,False
PLYM,Plymouth Industrial REIT Inc,True,True,True,True,False
PROS,ProSight Global Inc,True,True,True,True,False
PRSP,Perspecta Inc,True,True,True,True,False
PRT,PermRock Royalty Trust,True,False,True,True,False
PSN,Parsons Corp,True,True,True,True,False
PSTL,Postal Realty Trust Inc,True,True,True,True,False
PSV,Hermitage Offshore Services Ltd,True,True,True,True,False
PVL,Permianville Royalty Trust,True,False,True,True,False
PYS,,True,True,False,True,False
RCUS,Arcus Biosciences Inc,True,True,True,True,False
RDS.A,Royal Dutch Shell PLC,True,False,True,True,False
RFL,Rafael Holdings Inc,True,True,True,True,False
RMED,Ra Medical Systems Inc,True,True,True,True,False
RMG,RMG Acquisition Corp,True,True,True,True,False
RMG.U,,True,False,False,False,False
ROYT,Pacific Coast Oil Trust,True,True,True,True,False
RPLA,Replay Acquisition Corp,True,True,False,True,False
RTW,RTW Retailwinds Inc,True,True,True,True,False
RVI,Retail Value Inc,True,True,True,True,False
RYCE,Amira Nature Foods Ltd,True,True,False,True,False
SAIL,SailPoint Technologies Holdings Inc,True,True,True,True,False
SAR,Saratoga Investment Corp,True,True,True,True,False
SBE,Switchback Energy Acquisition Corp,True,True,False,True,False
SBE.U,,True,False,False,False,False
SBR,Sabine Royalty Trust,True,True,True,True,False
SBSW,Sibanye Stillwater Ltd,True,True,True,True,False
SCPE,SC Health Corp,True,True,False,True,False
SCU,Sculptor Capital Management Inc,True,True,True,True,False
SCVX,SCVX Corp,True,True,False,True,False
SFTW,Osprey Technology Acquisition Corp,True,True,False,True,False
SHLL,Tortoise Acquisition Corp,True,True,True,True,False
SI,Silvergate Capital Corp,True,False,True,True,False
SJIU,,True,True,False,True,False
SJR,Shaw Communications Inc,True,True,True,True,False
SJT,San Juan Basin Royalty Trust,True,True,True,True,False
SMHI,Seacor Marine Holdings Inc,True,True,True,True,False
SOLN,,True,True,False,True,False
SPAQ,Spartan Energy Acquisition Corp,True,True,False,True,False
SRL,Scully Royalty Ltd,True,True,True,True,False
STZ.B,Constellation Brands Inc,True,False,True,True,False
SUZ,Suzano SA,True,True,True,True,False
SWCH,Switch Inc,True,True,True,True,False
SWP,,True,True,False,True,False
SWT,,True,True,False,True,False
TALO,Talos Energy Inc,True,True,True,True,False
TAP.A,Molson Coors Beverage Co,True,False,True,True,False
TFII,TFI International Inc,True,True,,True,False
TME,Tencent Music Entertainment Group,True,True,True,True,False
TNK,Teekay Tankers Ltd,True,False,True,True,False
TRNE,Trine Acquisition Corp,True,True,False,True,False
TRWH,Twin River Worldwide Holdings Inc,True,True,True,True,False
TUFN,Tufin Software Technologies Ltd,True,True,True,True,False
TV,Grupo Televisa SAB,True,True,True,True,False
USX,U.S. Xpress Enterprises Inc,True,True,True,True,False
VAL,Valaris PLC,True,False,True,True,False
VAPO,Vapotherm Inc,True,True,True,True,False
VEL,Velocity Financial Inc,True,True,True,True,False
VIST,Vista Oil & Gas SAB de CV,True,True,True,True,False
VOC,VOC Energy Trust,True,True,True,True,False
VRT,Vertiv Holdings LLC,True,True,True,True,False
VVNT,Vivint Smart Home Inc,True,True,True,True,False
WHD,Cactus Inc,True,True,True,True,False
WSO.B,Watsco Inc,True,False,,True,False
WTRG,Essential Utilities Inc,True,True,True,True,False
WTRU,,True,False,False,True,False
XAN,Exantas Capital Corp,True,True,True,True,False
YETI,YETI Holdings Inc,True,True,True,True,False
