Ticker,Company,MS,MBI,MB,CNN,BS
AAAP,Advanced Accelerator Applications SA,False,False,True,True,False
AASL,America's Suppliers Inc,False,False,True,True,False
AASP,All-American SportPark Inc,False,False,True,True,False
ABAT,Advanced Battery Technologies Inc,False,False,True,False,False
ABAX,Abaxis Inc,False,False,True,False,False
ABCP,Ambase Corp,False,False,True,True,False
ABEC,Analytica Bio-Energy Corp,False,False,True,True,False
ABHD,Abtech Holdings Inc,False,False,True,False,False
ABLX,Ablynx NV,False,False,True,False,False
ABML,American Battery Metals Corporation,False,False,True,True,False
ABNK,AltaPacific Bancorp,False,False,True,False,False
ABQQ,AB International Group Corp,False,False,True,True,False
ABVC,American BriVision Holding Corp,False,False,True,True,False
ACAN,Americann Inc,False,False,True,True,False
ACAS,American Capital Ltd,False,False,True,False,False
ACCA,Acacia Diversified Holdings Inc,False,False,True,True,False
ACRL,Atacama Resources International Inc,False,False,True,True,False
ACT,Allergan PLC,False,False,True,True,False
ACTS,Actions Semiconductor Co Ltd,False,False,True,False,False
ACV,,False,False,True,True,False
ADFS,American Defense Systems Inc,False,False,True,True,False
ADMG,Adamant DRI Processing and Minerals Group,False,False,True,True,False
AEB,,False,False,True,True,False
AEGG,The American Energy Group Ltd,False,False,True,True,False
AEMC,Archer Entertainment,False,False,True,True,False
AERG,Applied Energetics Inc,False,False,True,True,False
AERO,AeroGrow International Inc,False,False,True,True,False
AERT,Advanced Environmental Recycling Technologies Inc,False,False,True,False,False
AFAM,Almost Family Inc,False,False,True,False,False
AFC,,False,False,True,True,False
AFGR,Affinion Group Holdings Inc,False,False,True,False,False
AFOP,Alliance Fiber Optic Products Inc,False,False,True,False,False
AGHC,Aeon Global Health Corp,False,False,True,True,False
AGHI,Agora Holdings Inc,False,False,True,True,False
AGTK,Agritek Holdings Inc,False,False,True,True,False
AGTX,Agentix Corp,False,False,True,True,False
AGU,Agrium Inc,False,False,True,False,False
AHNR,Athena Silver Corp,False,False,True,True,False
AIFS,Agent Information Software Inc,False,False,True,True,False
AJSB,Ajs Bancorp Inc,False,False,True,False,False
ALAN,Alanco Technologies Inc,False,False,True,True,False
ALLM,Alliance Bioenergy Plus Inc,False,False,True,True,False
ALPE,alpha-En Corp,False,False,True,True,False
ALST,AllStar Health Brands Inc,False,False,True,True,False
ALTD,Altitude International Inc,False,False,True,True,False
ALTI,Altair Nanotechnologies Inc,False,False,True,False,False
ALTN,Alternus Energy Inc,False,False,True,True,False
ALU,Alcatel-Lucent SA,False,False,True,False,False
ALYE,Aly Energy Services Inc,False,False,True,True,False
AMAR,Amarillo Biosciences Inc,False,False,True,True,False
AMBS,Amarantus Bioscience Holdings Inc,False,False,True,True,False
AMBZ,American Business Bank,False,False,True,True,False
AMEN,AMEN Properties Inc,False,False,True,True,False
AMIC,American Independence Corp,False,False,True,False,False
AMMJ,American Cannabis Co Inc,False,False,True,True,False
AMMX,AmeraMex International Inc,False,False,True,True,False
AMNC,Amincor Inc,False,False,True,True,False
AMNL,Applied Minerals Inc,False,False,True,True,False
AMPG,AmpliTech Group Inc,False,False,True,True,False
AMRH,Ameri Holdings Inc,False,False,True,True,False
AMSE,American Sands Energy Corp,False,False,True,False,False
AMTY,Amerityre Corp,False,False,True,True,False
ANAV,Alpha Network Alliance Ventures Inc,False,False,True,True,False
ANDR,Andrea Electronics Corp,False,False,True,True,False
ANFC,Black Ridge Oil & Gas Inc,False,False,True,True,False
AOBI,American Oriental Bioengineering Inc,False,False,True,True,False
AOCN,Bank Ocean City,False,False,True,False,False
AOXG,Aoxing Pharmaceutical Co Inc,False,False,True,True,False
AOXY,Advanced Oxygen Technologies Inc,False,False,True,True,False
APEX,Apex Global Brands Inc,False,False,True,True,False
APGI,American Power Group Corp,False,False,True,True,False
APIC,Apigee Corp,False,False,True,False,False
APPB,Applied Biosciences Corp,False,False,True,True,False
APTL,Alaska Power & Telephone Co,False,False,True,True,False
ARAO,AuraSource Inc,False,False,True,True,False
ARTH,Arch Therapeutics Inc,False,False,True,True,False
ARYC,Arrayit Corp,False,False,True,True,False
ASDN,Astro Aerospace Ltd,False,False,True,True,False
ASEI,American Science & Engineering Inc,False,False,True,True,False
ASKH,Astika Holdings Inc,False,False,True,True,False
ASNB,EKIMAS Corp,False,False,True,True,False
ASTO,Astro Communications Inc,False,False,True,True,False
ATEX,Anterix Inc,False,False,True,True,False
ATGN,AltiGen Communications Inc,False,False,True,True,False
ATMS,Artemis Therapeutics Inc,False,False,True,True,False
AUNB,Americas United Bank Ca,False,False,True,False,False
AURM,Aurum Inc,False,False,True,True,False
AUSI,Aura Systems Inc,False,False,True,True,False
AVBH,Avidbank Holdings Inc,False,False,True,True,False
AVDX,Avant Diagnostics Inc,False,False,True,False,False
