Ticker,Company,MS,MBI,MB,CNN,BS
AVNI,Arvana Inc,False,False,True,True,False
AVOL,Avolon Holdings Ltd,False,False,True,False,False
AVXS,AveXis Inc,False,False,True,False,False
AXIM,AXIM Biotechnologies Inc,False,False,True,True,False
AXLE,TJT Inc,False,False,True,True,False
AXXA,Exxe Group Inc,False,False,True,True,False
BAA,Banro Corp,False,False,True,False,False
BABB,BAB Inc,False,False,True,True,False
BAR,,False,False,True,True,False
BARK,Bank of Akron,False,False,True,True,False
BASA,Basanite Inc,False,False,True,True,False
BASX,Basic Energy Services Inc,False,False,True,True,False
BAYK,Bay Banks of Virginia Inc,False,False,True,True,False
BAYN,Bay National Corp,False,False,True,True,False
BBBI,Birmingham Bloomfield Bancshares Inc,False,False,True,False,False
BBLS,Petrolia Energy Corp,False,False,True,True,False
BCDS,Blaqclouds Inc,False,False,True,True,False
BCYP,Blue Calypso Inc,False,False,True,False,False
BDIC,Blow & Drive Interlock Corp,False,False,True,True,False
BEE,Strategic Hotels & Resorts Inc,False,False,True,False,False
BETR,Amplify Snack Brands Inc,False,False,True,False,False
BFDI,Brekford Traffic Safety Inc,False,False,True,False,False
BFFI,Ben Franklin Financial Inc,False,False,True,True,False
BFGC,Bullfrog Gold Corp,False,False,True,True,False
BGRP,Bluestem Group Inc,False,False,True,True,False
BHLL,Bunker Hill Mining Corp,False,False,True,True,False
BHWB,Blackhawk Bancorp Inc,False,False,True,True,False
BICX,BioCorRx Inc,False,False,True,True,False
BIMI,BOQI International Medical Inc,False,False,True,True,False
BIOQ,Bioqual Inc,False,False,True,True,False
BITI,Biotie Therapies Corp,False,False,True,False,False
BKFG,BKF Capital Group Inc,False,False,True,True,False
BKKN,Bakken Resources Inc,False,False,True,False,False
BLBK,BOLDFACE Group Inc,False,False,True,False,False
BLGO,BioLargo Inc,False,False,True,True,False
BLMC,Biloxi Marsh Lands Corp,False,False,True,True,False
BLPH,Bellerophon Therapeutics Inc,False,False,True,True,False
BLT,Blount International Inc,False,False,True,False,False
BLW,,False,False,True,True,False
BMLP,,False,False,True,True,False
BMNM,Bimini Capital Management Inc,False,False,True,True,False
BMTM,Bright Mountain Media Inc,False,False,True,True,False
BNCC,BNCCORP Inc,False,False,True,True,False
BNET,Bion Environmental Technologies Inc,False,False,True,True,False
BNKL,Bionik Laboratories Corp,False,False,True,True,False
BNKU,,False,False,True,True,False
BNNP,Bank of Napa NA,False,False,True,False,False
BNXR,Brinx Resources Ltd,False,False,True,True,False
BOBE,Bob Evans Farms Inc,False,False,True,False,False
BODY,Body Central Corp,False,False,True,False,False
BONA,Bona Film Group Ltd,False,False,True,False,False
BPR,,False,False,True,False,False
BPSR,Organicell Regenerative Medicine Inc,False,False,True,True,False
BRBW,Brunswick Bancorp,False,False,True,True,False
BRCM,Broadcom Corp,False,False,True,False,False
BRFH,Barfresh Food Group Inc,False,False,True,True,False
BRGO,Bergio International Inc,False,False,True,True,False
BRVO,Bravo Multinational Inc,False,False,True,True,False
BSCA,Bank Of Santa Clarita Ca,False,False,True,True,False
BSPB,BOSP Bancshares Inc,False,False,True,True,False
BSRC,BioSolar Inc,False,False,True,True,False
BTCS,BTCS Inc,False,False,True,True,False
BTCY,Biotricity Inc,False,False,True,True,False
BTH,Blyth Inc,False,False,True,False,False
BTHE,Boston Therapeutics Inc,False,False,True,True,False
BTHT,Best Hometown Bancorp Inc,False,False,True,False,False
BUDZ,Weed Inc,False,False,True,True,False
BUFF,Blue Buffalo Pet Products Inc,False,False,True,False,False
BUKS,Butler National Corp,False,False,True,True,False
BVBC,Blue Valley Ban Corp,False,False,True,False,False
BVFL,Bv Financial Inc,False,False,True,True,False
BVTK,Bravatek Solutions Inc,False,False,True,True,False
BWEL,Boswell (JG) Co,False,False,True,True,False
BWLD,Buffalo Wild Wings Inc,False,False,True,False,False
BWP,Boardwalk Pipeline Partners LP,False,False,True,True,False
BXLC,Bexil Corp,False,False,True,True,False
CA,CA Inc,False,False,True,False,False
CAFD,8point3 Energy Partners LP,False,False,True,False,False
CAFI,Consumer Automotive Finance Inc,False,False,True,True,False
CAGU,Castle Group Inc,False,False,True,True,False
CALW,CalWest Bancorp,False,False,True,True,False
CAM,Cameron International Corp,False,False,True,False,False
CAME,ChinAmerica Andy Movie Entertainment Media Co,False,False,True,False,False
CANB,Can B Corp,False,False,True,True,False
CANN,General Cannabis Corp,False,False,True,True,False
CANX,CannAwake Corp,False,False,True,True,False
CAPC,Capstone Companies Inc,False,False,True,True,False
CAPD,CannaPowder Inc,False,False,True,True,False
CAPP,Capstone Financial Group Inc,False,False,True,True,False
CAPS,Capstone Therapeutics Corp,False,False,True,True,False
CBAI,CBA Florida Inc,False,False,True,True,False
CBBC,CBBC Bancorp,False,False,True,False,False
CBBI,CBB Bancorp Inc,False,False,True,True,False
CBCO,Coastal Banking Co Inc,False,False,True,False,False
CBCY,Central Bancompany,False,False,True,True,False
CBDC,Apotheca Biosciences Inc,False,False,True,False,False
CBDS,Cannabis Sativa Inc,False,False,True,True,False
CBFC,CNB Financial Services Inc,False,False,True,True,False
CBI,Chicago Bridge & Iron Co NV,False,False,True,False,False
CBKC,Christopher & Banks Corp,False,False,True,True,False
CBKM,Consumers Bancorp Inc,False,False,True,True,False
CBNT,C-Bond Systems Inc,False,False,True,True,False
CCBC,Chino Commercial Bancorp,False,False,True,True,False
CCEL,Cryo-Cell International Inc,False,False,True,True,False
CCFN,CCFNB Bancorp Inc,False,False,True,True,False
CCOM,CCOM Group Inc,False,False,True,True,False
CCOP,Competitive Companies Inc,False,False,True,True,False
CCSB,Community Savings Bancorp Inc,False,False,True,True,False
CCTC,Clean Coal Technologies Inc,False,False,True,True,False
CCZ,,False,False,True,True,False
CDCO,Comdisco Holding Co Inc,False,False,True,False,False
CEFC,Commercial National Financial Corp (MI),False,False,True,True,False
CERX,Colombia Energy Resources Inc,False,False,True,True,False
CET,,False,False,True,True,False
CETY,Clean Energy Technologies Inc,False,False,True,True,False
CFBN,Community 1st Bancorp,False,False,True,False,False
CFIN,Citizens Financial Corp,False,False,True,True,False
CFRX,ContraFect Corp,False,False,True,True,False
CGEI,CGE Energy Inc,False,False,True,True,False
CGLD,Buscar Co,False,False,True,True,False
CGLO,China Global Media Inc,False,False,True,True,False
CGLO,Coro Global Inc,False,False,True,True,False
CGNH,CardioGenics Holdings Inc,False,False,True,True,False
CGRW,CannaGrow Holdings Inc,False,False,True,True,False
CHBH,Croghan Bancshares Inc,False,False,True,True,False
CHCR,Advanzeon Solutions Inc,False,False,True,True,False
CHEV,Cheviot Financial Corp,False,False,True,False,False
CHGI,China Carbon Graphite Group Inc,False,False,True,True,False
CHMP,Champion Industries Inc,False,False,True,True,False
CHSP,Chesapeake Lodging Trust,False,False,True,False,False
CIBN,Community Investors Bancorp Inc,False,False,True,True,False
CICN,Cicero Inc,False,False,True,True,False
CIIX,Chineseinvestors.com Inc,False,False,True,True,False
CIND,China Industrial Group,False,False,True,True,False
CITY,Avalon Correctional Services Inc,False,False,True,True,False
CITZ,Citizens Bancshares Corp,False,False,True,True,False
CIWT,China Industrial Waste Management Inc,False,False,True,True,False
CIWV,Citizens Financial Corp WV,False,False,True,True,False
CKFC,Clarkston Financial Corp,False,False,True,True,False
CLCN,Creative Learning Corp,False,False,True,True,False
CLEV,Concrete Leveling Systems Inc,False,False,True,True,False
CLIN,Cleopatra International Group Inc,False,False,True,True,False
CLOK,Cipherloc Corp,False,False,True,True,False
CLPT,ClearPoint Neuro Inc,False,False,True,True,False
CLSH,CLS Holdings USA Inc,False,False,True,True,False
CLV,Cleveland-Cliffs Inc,False,False,True,False,False
CMCI,China Modern Agricultural Information Inc,False,False,True,True,False
CMFO,China Marine Food Group Ltd,False,False,True,True,False
CMOH,Commercial Bancshares Inc,False,False,True,False,False
CMRO,Comarco Inc,False,False,True,False,False
CMTB,Community Bank of Bergen County,False,False,True,False,False
CMTV,Community Bancorp Inc,False,False,True,True,False
CMU,,False,False,True,True,False
CMXC,Cell MedX Corp,False,False,True,True,False
CMXX,Cimetrix Inc,False,False,True,True,False
CNAB,United Cannabis Corp,False,False,True,False,False
CNBX,Cannabics Pharmaceuticals Inc,False,False,True,True,False
CNCG,Concierge Technologies Inc,False,False,True,True,False
CNGO,Cengage Learning Holdings II Inc,False,False,True,True,False
CNIG,Corning Natural Gas Holding Corp,False,False,True,True,False
CNRB,Congaree Bancshares Inc,False,False,True,False,False
CNRD,Conrad Industries Inc,False,False,True,True,False
CNRR,Cn Resources Inc,False,False,True,True,False
CNYD,China Yida Holding Co,False,False,True,False,False
COSG,Cosmos Group Holdings Inc,False,False,True,True,False
COSM,Cosmos Holdings Inc,False,False,True,True,False
CPFH,Capital Financial Holdings Inc,False,False,True,True,False
CPHT,Champaign Telephone Co,False,False,True,False,False
CPKA,Chase Packaging Corp,False,False,True,True,False
CPKF,Chesapeake Financial Shares Inc,False,False,True,True,False
CPLA,Capella Education Co,False,False,True,False,False
CPTP,Capital Properties Inc,False,False,True,True,False
CPWR,Ocean Thermal Energy Corp,False,False,True,True,False
CPXX,Celator Pharmaceuticals Inc,False,False,True,False,False
CQH,Cheniere Energy Partners LP Holdings LLC,False,False,True,False,False
CRBO,Carbon Energy Corp,False,False,True,True,False
CRCW,The Crypto Co,False,False,True,True,False
CRGS,CurAegis Technologies Inc,False,False,True,True,False
CRMZ,CreditRiskMonitor.com Inc,False,False,True,True,False
CRPB,California Republic Bancorp,False,False,True,False,False
CRSB,Cornerstone Community Bancorp,False,False,True,True,False
CRSS,Crossroads Systems Inc,False,False,True,True,False
CRVW,CareView Communications Inc,False,False,True,True,False
CRXM,Gene Biotherapeutics Inc,False,False,True,True,False
CSBB,CSB Bancorp Inc,False,False,True,True,False
CSCD,Cascade Microtech Inc,False,False,True,False,False
CSH,Cash America International Inc,False,False,True,False,False
CSHB,Community Shores Bank Corp,False,False,True,True,False
CSTI,Costar Technologies Inc,False,False,True,True,False
CSVI,Computer Services Inc,False,False,True,True,False
CTAM,A.M. Castle & Co,False,False,True,True,False
CTBS,Citizens Bankshares Inc,False,False,True,False,False
CTCM,CTC Media Inc,False,False,True,False,False
CTDH,Cyclo Therapeutics Inc,False,False,True,True,False
CTF,Nuveen Long/Short Commodity TR Fund,False,False,True,False,False
CTGO,Contango Ore Inc,False,False,True,True,False
CTIG,CTI Group Holdings Inc,False,False,True,False,False
CTLR,Continental Resources,False,False,True,False,False
CTP,Central Petroleum Ltd,False,False,True,False,False
CTTC,Calmare Therapeutics Inc,False,False,True,True,False
CTUY,Century Next Financial Corp,False,False,True,True,False
CUEN,Cuentas Inc,False,False,True,True,False
CURM,CUR Media Inc,False,False,True,True,False
CVAT,Cavitation Technologies Inc,False,False,True,True,False
CVHL,Realty Finance Corp,False,False,True,True,False
CVLB,Conversion Labs Inc,False,False,True,True,False
CVSI,CV Sciences Inc,False,False,True,True,False
CWBB,Commonwealth Business Bank,False,False,True,False,False
CWBK,CommerceWest Bank,False,False,True,True,False
CWGL,Crimson Wine Group Ltd,False,False,True,True,False
CWPS,Conwest Associates LP,False,False,True,True,False
CWRK,CurrencyWorks Inc,False,False,True,True,False
CXDO,Crexendo Inc,False,False,True,True,False
CXGP,China Xingbang Ind Group Inc,False,False,True,True,False
CYDY,CytoDyn Inc,False,False,True,True,False
CYFL,Century Financial Corp,False,False,True,True,False
CYHC,Country Bank Holding Co Inc,False,False,True,False,False
CYLU,Cyalume Technologies Holdings Inc,False,False,True,False,False
CYNA,Cynapsus Therapeutics Inc,False,False,True,False,False
CYVF,Crystal Valley Financial Corp,False,False,True,True,False
CZBS,Citizens Bancshares Corp,False,False,True,True,False
CZBT,Citizens Bancorp of Virginia Inc,False,False,True,True,False
CZFS,Citizens Financial Services Inc,False,False,True,True,False
CZYB,CCB Bankshares Inc,False,False,True,False,False
DANG,E-Commerce China Dangdang Inc,False,False,True,False,False
DATE,Jiayuan.com International Ltd,False,False,True,False,False
DBRM,Daybreak Oil & Gas Inc,False,False,True,True,False
DCBF,DCB Financial Corp,False,False,True,False,False
DCUA,Dominion Energy Inc,False,False,True,False,False
DCUB,Dominion Energy Inc,False,False,True,False,False
DDCC,Double Crown Resources Inc,False,False,True,False,False
DENR,Discovery Energy Corp,False,False,True,True,False
DEWY,Dewey Electronics Corp,False,False,True,True,False
DEX,,False,False,True,True,False
DGTC,DGT Holdings Corp,False,False,True,False,False
DHCC,Diamondhead Casino Corp,False,False,True,True,False
DIGP,DigiPath Inc,False,False,True,True,False
DIMC,Dimeco Inc,False,False,True,True,False
DIRV,DirectView Holdings Inc,False,False,True,True,False
DLNO,Delanco Bancorp Inc,False,False,True,False,False
DLYT,Dais Corp,False,False,True,True,False
DMFG,Decker Manufacturing Corp,False,False,True,True,False
DPDW,Deep Down Inc,False,False,True,True,False
DPSI,DecisionPoint Systems Inc,False,False,True,True,False
DRTF,Dart Financial Corp,False,False,True,False,False
DSFN,DSA Financial Corp,False,False,True,False,False
DSKY,iDreamSky Technology Ltd,False,False,True,False,False
DSNY,Destiny Media Technologies Inc,False,False,True,True,False
DTF,,False,False,True,True,False
DTGI,Digerati Technologies Inc,False,False,True,True,False
DTLK,Datalink Corp,False,False,True,False,False
DTOR,Del Toro Silver Corp,False,False,True,False,False
DTRC,Dakota Territory Resource Corp,False,False,True,True,False
DTRK,DATATRAK International Inc,False,False,True,True,False
DTRL,Detroit Legal News Co,False,False,True,True,False
DTRX,Detrex Corp,False,False,True,False,False
DTST,Data Storage Corp,False,False,True,True,False
DTY,,False,False,True,True,False
DVFL,Davis Trust Financial Corp.,False,False,True,False,False
DVLY,Deer Valley Corp,False,False,True,True,False
DVMT,Dell-VMWare Tracking Stock,False,False,True,False,False
DWA,Dreamworks Animation SKG Inc,False,False,True,False,False
DWNX,Delhi Bank Corp,False,False,True,True,False
DWOG,Deep Well Oil & Gas Inc,False,False,True,True,False
DYNE,Dyntek Inc,False,False,True,True,False
DYNR,DynaResource Inc,False,False,True,True,False
EAI,,False,False,True,True,False
ECIA,Encision Inc,False,False,True,True,False
EENX,Energenx Inc,False,False,True,True,False
EFCT,EFactor Group Corp,False,False,True,False,False
EFSI,Eagle Financial Services Inc,False,False,True,True,False
EFUT,eFuture Holding Inc,False,False,True,False,False
EGDW,Edgewater Bancorp Inc,False,False,True,True,False
EJ,E-House China Holdings Ltd,False,False,True,False,False
EKFC,Eureka Financial Corp,False,False,True,False,False
ELC,,False,False,True,True,False
ELCO,Elcom International Inc,False,False,True,True,False
ELIO,Elio Motors Inc,False,False,True,True,False
ELLH,Elah Holdings Inc,False,False,True,True,False
ELMA,Elmer Bancorp Inc,False,False,True,True,False
ELST,Electronic Systems Technology Inc,False,False,True,True,False
ELTP,Elite Pharmaceuticals Inc,False,False,True,True,False
EMBI,Emerald Bioscience Inc,False,False,True,True,False
EMC,EMC Corp,False,False,True,False,False
EMGC,Emergent Capital Inc,False,False,True,True,False
EMP,,False,False,True,True,False
EMPK,Empire Bancorp Inc,False,False,True,True,False
EMPR,Empire Petroleum Corp,False,False,True,True,False
EMYB,Embassy Bancorp Inc,False,False,True,True,False
ENBN,Enterprise Bank NJ,False,False,True,False,False
ENBP,ENB Financial Corp,False,False,True,True,False
ENDV,Endonovo Therapeutics Inc,False,False,True,True,False
ENGT,Energy & Technology Corp,False,False,True,True,False
ENOC,EnerNOC Inc,False,False,True,False,False
ENRT,Enertopia Corp,False,False,True,True,False
ENTL,Entellus Medical Inc,False,False,True,False,False
EOCA,Endesa Americas SA,False,False,True,False,False
EQUR,E-Qure Corp,False,False,True,True,False
ERBA,ERBA Diagnostics Inc,False,False,True,True,False
ERFB,ERF Wireless Inc,False,False,True,True,False
ERGO,Entia Biosciences Inc,False,False,True,True,False
ERMS,eRoomSystem Technologies Inc,False,False,True,False,False
ESOA,Energy Services of America Corp,False,False,True,True,False
ESRX,Express Scripts Holding Co,False,False,True,False,False
ESSI,Eco Science Solutions Inc,False,False,True,False,False
ESSX,Essex Rental Corp.,False,False,True,False,False
ETCC,Environmental Tectonics Corp,False,False,True,True,False
ETCG,Ethereum Classic Investment Trust,False,False,True,True,False
ETST,Earth Science Tech Inc,False,False,True,True,False
EUSP,Eurosite Power Inc,False,False,True,True,False
EVF,,False,False,True,True,False
EVTN,Enviro Technologies Inc,False,False,True,True,False
EXCH,Exchange Bancshares Inc,False,False,True,True,False
EXDI,Exactus Inc,False,False,True,True,False
EXDW,Exceed World Inc,False,False,True,True,False
EXEO,Exeo Entertainment Inc,False,False,True,True,False
EXNT,Enxnet Inc,False,False,True,True,False
EXPL,Endurance Exploration Group Inc,False,False,True,True,False
EXSR,Exchange Bank Santa Rosa,False,False,True,True,False
EZCH,EZChip Semiconductor Ltd,False,False,True,False,False
FBAK,First National Bank Alaska,False,False,True,True,False
FBLV,First Bancorp,False,False,True,True,False
FBTT,First Bankers Trustshares Inc,False,False,True,True,False
FBVA,Farmers Bankshares Inc,False,False,True,True,False
FCBI,Frederick County Bancorp Inc,False,False,True,False,False
FCHS,First Choice Healthcare Solutions Inc,False,False,True,True,False
FCIC,FCCC Inc,False,False,True,True,False
FCIT,First Citrus Bancorp Inc,False,False,True,True,False
FCOB,1st Colonial Bancorp Inc,False,False,True,True,False
FCRM,Franklin Credit Management Corp,False,False,True,True,False
FCUV,Focus Universal Inc,False,False,True,True,False
FDEU,,False,False,True,True,False
FDVA,Freedom Bank Of Virginia,False,False,True,True,False
FEIC,FEI Co,False,False,True,False,False
FETM,Fentura Financial Inc,False,False,True,True,False
FFBW,FFBW Inc,False,False,True,True,False
FFHD,FirstAtlantic Financial Holdings Inc,False,False,True,False,False
FFMH,First Farmers and Merchants Corp,False,False,True,True,False
FFMR,First Farmers Financial Corp,False,False,True,True,False
FFWC,FFW Corp,False,False,True,True,False
FGCO,Financial Gravity Companies Inc,False,False,True,True,False
FHLB,Friendly Hills Bank,False,False,True,True,False
FIBH,"First Bancshares, Inc.",False,False,True,True,False
FINL,Finish Line Inc,False,False,True,False,False
FIRT,First BancTrust Corp,False,False,True,False,False
FISB,1st Capital Bank,False,False,True,True,False
FIV,,False,False,True,True,False
FKWL,Franklin Wireless Corp,False,False,True,True,False
FKYS,First Keystone Corp,False,False,True,True,False
FLEW,Fleetwood Bank Corp,False,False,True,True,False
FLTX,FleetMatics Group PLC,False,False,True,False,False
FLUX,Flux Power Holdings Inc,False,False,True,True,False
FLXT,Flexpoint Sensor Systems Inc,False,False,True,True,False
FMBL,Farmers & Merchants Bank of Long Beach,False,False,True,True,False
FMBM,F & M Bank Corp,False,False,True,True,False
FMCB,Farmers & Merchants Bancorp,False,False,True,True,False
FMCC,Federal Home Loan Mortgage Corp,False,False,True,True,False
FMD,The First Marblehead Corp,False,False,True,False,False
FMFG,Farmers and Merchants Bancshares Inc (MD),False,False,True,True,False
FMOO,F & M Bancorp Ohio,False,False,True,True,False
FNCX,Function(x) Inc,False,False,True,False,False
FNGO,,False,False,True,True,False
FNGZ,,False,False,True,True,False
FNHM,FNBH Bancorp Inc,False,False,True,True,False
FNMA,Fannie Mae,False,False,True,True,False
FNRN,First Northern Community Bancorp,False,False,True,True,False
FNTE,FinTech Acquisition Corp II,False,False,True,False,False
FOFN,Four Oaks Fincorp Inc,False,False,True,False,False
FOLB,Folsom Lake Bank Ca,False,False,True,False,False
FOSI,TRICCAR Inc,False,False,True,True,False
FPBF,FPB Financial Corp,False,False,True,False,False
FRMO,FRMO Corp,False,False,True,True,False
FRSB,First Resource Bank,False,False,True,True,False
FSBS,First South Bancorp Inc,False,False,True,False,False
FSDK,First Citizens National Bank,False,False,True,True,False
FSFF,First Suffield Financial Inc,False,False,True,False,False
FSNR,Freestone Resources Inc,False,False,True,True,False
FSRL,First Reliance Bancshares Inc,False,False,True,True,False
FT,,False,False,True,True,False
FTDL,FirsTime Design Ltd,False,False,True,True,False
FTLF,FitLife Brands Inc,False,False,True,True,False
FTMR,Fortem Resources Inc,False,False,True,True,False
FULO,Fullnet Communications Inc,False,False,True,True,False
FVRG,ForeverGreen Worldwide Corp,False,False,True,True,False
FWVB,First West Virginia Bancorp Inc,False,False,True,False,False
FXCB,Fox Chase Bancorp Inc,False,False,True,False,False
FZMD,Fuse Medical Inc,False,False,True,True,False
GAB,,False,False,True,True,False
GAI,Global-Tech Advanced Innovations Inc,False,False,True,True,False
GAME,Shanda Games Ltd,False,False,True,False,False
GBCS,Global Healthcare REIT Inc,False,False,True,True,False
GBGD,Global Gold Corp,False,False,True,True,False
GBLX,GB Sciences Inc,False,False,True,True,False
GBTC,Bitcoin Investment Trust,False,False,True,True,False
GCAN,Greater Cannabis Co Inc,False,False,True,True,False
GDV,,False,False,True,True,False
GEEK,Internet America Inc,False,False,True,False,False
GERS,Greenshift Corp,False,False,True,True,False
GFGY,Granite Falls Energy LLC,False,False,True,True,False
GFIG,GFI Group Inc,False,False,True,False,False
GGN,,False,False,True,True,False
GGT,,False,False,True,True,False
GGZ,,False,False,True,True,False
GHDS,Greater Hudson Bank,False,False,True,False,False
GIGL,Giggles N' Hugs Inc,False,False,True,True,False
GIMU,Universal Resources,False,False,True,False,False
GKIT,Greenkraft Inc,False,False,True,True,False
GLAE,GlassBridge Enterprises Inc,False,False,True,True,False
GLCH,Gleacher & Co Inc,False,False,True,False,False
GLDC,Golden Enterprises Inc,False,False,True,False,False
GLFH,Galenfeha Inc,False,False,True,True,False
GLGI,Greystone Logistics Inc,False,False,True,True,False
GLNV,Glenville Bank Holding Co Inc,False,False,True,True,False
GLTC,GelTech Solutions Inc,False,False,True,True,False
GLU,,False,False,True,True,False
GLUX,Great Lakes Aviation Ltd,False,False,True,True,False
GLXZ,Galaxy Gaming Inc,False,False,True,True,False
GLYE,GlyEco Inc,False,False,True,True,False
GMCR,Keurig Green Mountain Inc,False,False,True,False,False
GNAF,,False,False,True,True,False
GNBT,Generex Biotechnology Corp,False,False,True,True,False
GNSS,Genasys Inc,False,False,True,True,False
GNT,,False,False,True,True,False
GOVB,Gouverneur Bancorp Inc,False,False,True,True,False
GOVX,Geovax Labs Inc,False,False,True,True,False
GPDB,Green PolkaDot Box Inc,False,False,True,True,False
GPLB,Green Planet Bioengineering Co Ltd,False,False,True,True,False
GPNC,Grandpoint Capital Inc,False,False,True,False,False
GRBS,Greer Bancshares Inc,False,False,True,False,False
GRMC,Goldrich Mining Co,False,False,True,True,False
GRMS,Green Energy Management Services Holdings Inc,False,False,True,False,False
GRNE,Green Endeavors Inc,False,False,True,False,False
GRO,Agria Corp,False,False,True,False,False
GRWC,Grow Capital Inc,False,False,True,True,False
GRX,,False,False,True,True,False
GSIH,General Steel Holdings Inc,False,False,True,True,False
GSOL,Global Sources Ltd,False,False,True,False,False
GSPE,Gulfslope Energy Inc,False,False,True,True,False
GTBP,GT Biopharma Inc,False,False,True,True,False
GTHP,Guided Therapeutics Inc,False,False,True,True,False
GTII,Global Tech Industries Group Inc,False,False,True,True,False
GTMM,Guitammer Co,False,False,True,True,False
GTOR,Gold Torrent Inc,False,False,True,False,False
GTXO,GTX Corp,False,False,True,True,False
