Ticker,Company,MS,MBI,MB,CNN,BS
ESPR,Esperion Therapeutics Inc,False,True,True,True,False
ESQ,Esquire Financial Holdings Inc,False,True,True,True,False
ESSC,East Stone Acquisition Corp,False,True,False,True,False
ESSCU,,False,True,True,True,False
ESTA,Establishment Labs Holdings Inc,False,True,True,True,False
ESTR,,False,True,False,False,False
ETNB,89bio Inc,False,True,True,True,False
ETON,Eton Pharmaceuticals Inc,False,True,True,True,False
ETTX,Entasis Therapeutics Holdings Inc,False,True,True,True,False
EVBG,Everbridge Inc,False,True,True,True,False
EVFM,Evofem Biosciences Inc,False,True,True,True,False
EVLO,Evelo Biosciences Inc,False,True,True,True,False
EVOK,Evoke Pharma Inc,False,True,True,True,False
EVOP,EVO Payments Inc,False,True,True,True,False
EVRC,Evercel Inc,False,True,False,True,False
EVSI,Envision Solar International Inc,False,True,True,True,False
EXA,Exa Corp,False,True,True,False,False
EXCU,Exelon Corp,False,True,False,False,False
EXPC,Experience Investment Corp,False,True,False,True,False
EXPCU,,False,True,False,True,False
EXPI,eXp World Holdings Inc,False,True,True,True,False
EYE,National Vision Holdings Inc,False,True,True,True,False
EYEN,Eyenovia Inc,False,True,True,True,False
EYPT,EyePoint Pharmaceuticals Inc,False,True,True,True,False
FABK,First Advantage Bancorp,False,True,True,False,False
FAT,FAT Brands Inc,False,True,True,True,False
FBCI,First Banking Center Inc,False,True,False,True,False
FBIOP,,False,True,False,True,False
FBOP,Media Central Corp Inc,False,True,False,True,False
FBR,Fibria Celulose SA,False,True,True,False,False
FBSI,First Bancshares Inc /MO/,False,True,True,True,False
FCBP,First Choice Bancorp,False,True,True,True,False
FCPB,First Capital Bancshares Inc,False,True,False,True,False
FCRE,Gadsden Properties Inc,False,True,True,False,False
FDBC,Fidelity D & D Bancorp Inc,False,True,True,True,False
FDC,First Data Corp,False,True,True,False,False
FDUS,Fidus Investment Corp,False,True,True,True,False
FENC,Fennec Pharmaceuticals Inc,False,True,True,True,False
FENX,Fenix Parts Inc,False,True,True,False,False
FFDF,FFD Financial Corp,False,True,True,True,False
FFNM,First Federal of Northern Michigan Bancorp Inc,False,True,True,False,False
FISK,Empire State Realty OP LP,False,True,False,True,False
FITBI,,False,True,False,True,False
FITBO,,False,True,False,True,False
FITBP,,False,True,False,True,False
FIXX,Homology Medicines Inc,False,True,True,True,False
FLLC,,False,True,False,False,False
FLLCU,,False,True,True,False,False
FLNT,Fluent Inc,False,True,True,True,False
FMAO,Farmers & Merchants Bancorp Inc,False,True,True,True,False
FMCI,Forum Merger II Corp,False,True,True,True,False
FMCIU,,False,True,True,True,False
FNBG,FNB Bancorp,False,True,True,False,False
FNCB,FNCB Bancorp Inc,False,True,True,True,False
FOCS,Focus Financial Partners Inc,False,True,True,True,False
FOXA,Fox Corp,False,True,True,True,False
FRAF,Franklin Financial Services Corp,False,True,True,True,False
FRBA,First Bank,False,True,True,True,False
FREQ,Frequency Therapeutics Inc,False,True,True,True,False
FRG,Franchise Group Inc,False,True,True,True,False
FRHC,Freedom Holding Corp,False,True,True,True,False
FRNV,Frontera Investment Inc,False,True,False,True,False
FRTA,Forterra Inc,False,True,True,True,False
FRZT,Freeze Tag Inc,False,True,False,True,False
FSAC,Federal Street Acquisition Corp,False,True,False,False,False
FSCR,Federal Screw Works,False,True,False,True,False
FSCT,ForeScout Technologies Inc,False,True,True,True,False
FSEA,First Seacoast Bancorp,False,True,True,True,False
FSNUY,Fresenius SE & Co KGaA,False,True,True,True,False
FSRV,FinServ Acquisition Corp,False,True,,True,False
FSRVU,,False,True,True,True,False
FTAC,FinTech Acquisition Corp III,False,True,False,True,False
FTACU,,False,True,True,True,False
FTDR,Frontdoor Inc,False,True,True,True,False
FTEO,Fronteo Inc,False,True,True,False,False
FTNW,FTE Networks Inc,False,True,True,True,False
FTSV,Forty Seven Inc,False,True,True,True,False
FULC,Fulcrum Therapeutics Inc,False,True,True,True,False
FUPBY,Fuchs Petrolub SE,False,True,True,True,False
FUTU,Futu Holdings Ltd,False,True,True,True,False
FUV,Arcimoto Inc,False,True,True,True,False
FVCB,FVCBankcorp Inc,False,True,True,True,False
FXNC,First National Corp,False,True,True,True,False
GAIN,Gladstone Investment Corp,False,True,True,True,False
GAINL,,False,True,False,True,False
GAINM,,False,True,False,True,False
GALT,Galectin Therapeutics Inc,False,True,True,True,False
GARS,Garrison Capital Inc,False,True,True,True,False
GBDC,Golub Capital BDC Inc,False,True,True,True,False
GCFB,Granite City Food & Brewery Ltd,False,True,True,True,False
GDI,,False,True,True,False,False
GDP,Goodrich Petroleum Corp,False,True,True,True,False
GDYN,Grid Dynamics Holdings Inc,False,True,True,True,False
GECC,Great Elm Capital Corp,False,True,True,True,False
GEOS,Geospace Technologies Corp,False,True,True,True,False
GFNCP,,False,True,False,True,False
GG,Goldcorp Inc,False,True,True,False,False
GHIV,Gores Holdings IV Inc,False,True,False,True,False
GHIVU,,False,True,True,True,False
GHSI,Guardion Health Sciences Inc,False,True,True,True,False
GJH,,False,True,False,True,False
GJNSY,Gjensidige Forsikring ASA,False,True,True,True,False
GJO,,False,True,False,True,False
GJP,,False,True,False,True,False
GJS,,False,True,False,True,False
GJT,,False,True,False,True,False
GK,G & K Services Inc,False,True,True,False,False
GLACU,,False,True,True,False,False
GLAD,Gladstone Capital Corp,False,True,True,True,False
GLHD,Golden Holdings Group,False,True,False,True,False
GLIBA,GCI Liberty Inc,False,True,True,True,False
GLIBP,,False,True,False,True,False
GLOH,Glow Holdings Inc,False,True,False,True,False
GMBL,Esports Entertainment Group Inc,False,True,True,True,False
GMDA,Gamida Cell Ltd,False,True,True,True,False
GMHI,Gores Metropoulos Inc,False,True,False,True,False
GMHIU,,False,True,True,True,False
GMLPP,,False,True,True,True,False
GMO,General Moly Inc,False,True,True,True,False
GNFT,Genfit SA,False,True,True,True,False
GNLN,Greenlane Holdings Inc,False,True,True,True,False
GNPX,Genprex Inc,False,True,True,True,False
GNRSU,,False,True,True,True,False
GNTY,Guaranty Bancshares Inc,False,True,True,True,False
GOODN,,False,True,False,True,False
GOSS,Gossamer Bio Inc,False,True,True,True,False
GPAQ,Gordon Pointe Acquisition Corp,False,True,True,True,False
