Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,505.0,11.0,0.28,13.0,0.0,0.0,13.0,0.33,0
2011,1004.0,25.0,0.66,42.0,50.0,1.19,26.0,0.68,127
2012,1004.0,-14.0,-0.4,-54.0,21.0,0.0,51.0,1.46,-155
2013,1071.0,9.0,0.27,22.0,63.0,2.86,-5.0,-0.15,164
2014,1215.0,89.0,2.87,56.0,92.0,1.64,-30.0,-0.97,887
2015,1317.0,40.0,1.42,79.0,82.0,1.04,61.0,2.18,-55
2016,1318.0,31.0,1.2,62.0,114.0,1.84,27.0,1.04,-22
2017,1356.0,32.0,1.28,72.0,118.0,1.64,24.0,0.96,3
2018,1416.0,57.0,2.28,83.0,72.0,0.87,83.0,3.32,78
2019,1345.0,128.0,5.54,75.0,46.0,0.61,57.0,2.48,124
