Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2014,115.0,-46.0,-4.19,-39.0,-122.0,-0.0,-20.0,-1.82,0
2015,180.0,-44.0,-1.32,-37.0,-102.0,-0.0,-12.0,-0.36,4
2016,268.0,-44.0,-1.26,-32.0,-113.0,-0.0,-2.0,-0.06,0
2017,374.0,-38.0,-1.06,-12.0,-205.0,-0.0,23.0,0.64,13
2018,258.0,-62.0,-1.61,-12.0,-273.0,-0.0,51.0,1.34,-63
2019,1348.0,-52.0,-1.22,-9.0,-620.0,-0.0,64.0,1.52,16
