Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,20.0,4.0,0.28,4.0,0.0,0.0,3.0,0.21,0
2011,46.0,12.0,0.76,24.0,55.0,2.29,13.0,0.81,199
2012,49.0,16.0,1.0,28.0,47.0,1.68,15.0,0.94,33
2013,51.0,17.0,1.06,29.0,69.0,2.38,17.0,1.06,6
2014,85.0,17.0,0.73,29.0,469.0,16.17,23.0,1.0,0
2015,126.0,39.0,1.29,64.0,694.0,10.84,40.0,1.33,129
2016,137.0,29.0,0.96,48.0,493.0,10.27,47.0,1.57,-25
2017,151.0,41.0,1.28,74.0,672.0,9.08,126.0,3.94,41
2018,161.0,58.0,1.8,75.0,689.0,9.19,86.0,2.69,41
2019,192.0,71.0,2.02,102.0,564.0,5.53,56.0,1.6,22
