Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,13.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0
2011,36.0,4.0,0.4,4.0,1.0,0.25,4.0,0.4,148
2012,28.0,2.0,0.2,4.0,-3.0,-0.0,1.0,0.1,-40
2013,26.0,4.0,0.4,4.0,-6.0,-0.0,2.0,0.2,66
2014,35.0,2.0,0.2,2.0,1.0,0.5,-6.0,-0.6,-40
2015,41.0,4.0,0.4,4.0,-1.0,-0.0,-2.0,-0.2,66
2016,37.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,-40
2017,47.0,0.0,0.0,4.0,3.0,0.75,0.0,0.0,-66
2018,45.0,-7.0,-0.7,-1.0,-1.0,-0.0,2.0,0.2,-694
2019,54.0,-4.0,-0.4,-2.0,-1.0,-0.0,-5.0,-0.5,49
2020,56.0,-4.0,-0.4,-2.0,0.0,0.0,-11.0,-1.1,0
