Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,148.0,28.0,1.07,17.0,0.0,0.0,6.0,0.23,0
2011,421.0,76.0,3.04,99.0,-31.0,-0.0,94.0,3.76,165
2012,567.0,115.0,4.8,142.0,93.0,0.65,81.0,3.38,50
2013,766.0,132.0,5.28,210.0,264.0,1.26,151.0,6.04,14
2014,1077.0,136.0,5.92,237.0,426.0,1.8,134.0,5.83,2
2015,1049.0,43.0,2.15,160.0,348.0,2.18,161.0,8.05,-67
2016,995.0,30.0,1.58,153.0,278.0,1.82,104.0,5.47,-29
2017,940.0,309.0,17.17,130.0,254.0,1.95,56.0,3.11,899
2018,836.0,-2.0,-0.12,87.0,197.0,2.26,65.0,3.82,-100
2019,808.0,-1.0,-0.06,91.0,202.0,2.22,67.0,4.19,100
