Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,606.0,13.0,0.34,10.0,0.0,0.0,44.0,1.16,0
2011,1058.0,71.0,1.58,32.0,39.0,1.22,17.0,0.38,445
2012,1206.0,22.0,0.44,44.0,26.0,0.59,21.0,0.42,-69
2013,1295.0,-3.0,-0.06,36.0,-5.0,-0.0,8.0,0.16,-113
2014,1326.0,-83.0,-1.73,12.0,7.0,0.58,1.0,0.02,-2675
2015,1363.0,-41.0,-0.85,-4.0,21.0,0.0,3.0,0.06,50
2016,1376.0,-19.0,-0.39,20.0,19.0,0.95,-55.0,-1.15,53
2017,1395.0,-19.0,-0.38,13.0,-40.0,-0.0,-13.0,-0.27,0
2018,1040.0,-71.0,-1.42,-36.0,-41.0,-0.0,-82.0,-1.67,-273
2019,1413.0,-20.0,-4.0,-16.0,-44.0,-0.0,47.0,9.4,71
