Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,188.0,23.0,0.92,25.0,0.0,0.0,16.0,0.64,0
2011,425.0,59.0,2.36,104.0,380.0,3.65,78.0,3.12,156
2012,555.0,68.0,2.72,159.0,689.0,4.33,92.0,3.68,15
2013,772.0,74.0,2.84,211.0,1724.0,8.17,61.0,2.35,8
2014,1042.0,96.0,3.56,334.0,2649.0,7.93,90.0,3.33,29
2015,1127.0,46.0,1.77,314.0,2821.0,8.98,87.0,3.35,-52
2016,1028.0,16.0,0.64,275.0,2656.0,9.66,99.0,3.96,-65
2017,1184.0,77.0,2.97,363.0,3234.0,8.91,97.0,3.73,380
2018,1359.0,108.0,3.84,444.0,3333.0,7.51,119.0,4.25,40
2019,1403.0,167.0,5.37,242.0,3321.0,13.72,204.0,6.58,54
