Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,32.0,4.0,0.44,5.0,0.0,0.0,3.0,0.33,0
2011,68.0,8.0,0.88,19.0,-16.0,-0.0,15.0,1.67,99
2012,72.0,11.0,1.21,20.0,-2.0,-0.0,8.0,0.89,37
2013,77.0,12.0,1.32,23.0,5.0,0.22,28.0,3.11,8
2014,83.0,13.0,1.3,26.0,-20.0,-0.0,9.0,0.9,8
2015,91.0,14.0,1.4,28.0,-18.0,-0.0,19.0,1.9,7
2016,99.0,16.0,1.44,32.0,-19.0,-0.0,18.0,1.64,14
2017,111.0,17.0,1.53,42.0,-26.0,-0.0,30.0,2.73,6
2018,118.0,26.0,2.34,43.0,-29.0,-0.0,35.0,3.18,52
2019,129.0,32.0,2.88,49.0,71.0,1.45,31.0,2.82,23
