Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2015,452.0,3.0,0.09,32.0,0.0,0.0,-19.0,-0.58,0
2017,2316.0,48.0,1.21,186.0,580.0,3.12,62.0,1.55,1494
2018,2510.0,61.0,1.45,183.0,559.0,3.05,67.0,1.6,27
2019,3114.0,53.0,1.28,262.0,1094.0,4.18,178.0,4.34,-13
2020,3249.0,79.0,1.88,294.0,1028.0,3.5,200.0,4.76,49
