Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2.0,-2.0,-0.12,-2.0,0.0,0.0,-1.0,-0.07,0
2011,2.0,-2.0,0.04,-2.0,1.0,0.0,-5.0,0.1,0
2012,2.0,-6.0,0.03,-2.0,1.0,0.0,-4.0,0.03,-201
2013,8.0,-25.0,0.03,-24.0,-4.0,-0.0,-3.0,0.0,-317
2014,4.0,-13.0,0.02,-13.0,-4.0,-0.0,-7.0,0.02,47
2015,7.0,-9.0,0.01,-8.0,-1.0,-0.0,-10.0,0.04,30
2016,11.0,-9.0,0.01,-8.0,-12.0,-0.0,-12.0,0.05,0
2017,14.0,-11.0,0.03,-11.0,-61.0,-0.0,-13.0,0.05,-22
2018,25.0,-7.0,0.09,-8.0,-54.0,-0.0,-21.0,0.27,36
2019,24.0,-26.0,-0.18,-24.0,-37.0,-0.0,-14.0,-0.11,-271
