Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,52.0,8.0,0.24,18.0,0.0,0.0,12.0,0.36,0
2011,121.0,20.0,0.6,45.0,-16.0,-0.0,34.0,1.06,149
2012,148.0,26.0,0.74,55.0,-17.0,-0.0,44.0,1.29,29
2013,166.0,30.0,0.78,60.0,-78.0,-0.0,45.0,1.18,15
2014,183.0,31.0,0.8,60.0,-90.0,-0.0,53.0,1.39,3
2015,191.0,24.0,0.65,51.0,-87.0,-0.0,43.0,1.19,-22
2016,201.0,14.0,0.35,36.0,14.0,0.39,44.0,1.16,-41
2017,234.0,10.0,0.59,19.0,11.0,0.58,27.0,1.59,-28
2018,244.0,12.0,0.44,37.0,15.0,0.41,18.0,0.67,19
2019,242.0,24.0,0.74,52.0,18.0,0.35,32.0,0.82,99
