Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,22.0,4.0,0.36,8.0,0.0,0.0,0.0,0.0,0
2011,50.0,1.0,0.09,5.0,82.0,16.4,6.0,0.55,-75
2012,64.0,5.0,0.45,7.0,88.0,12.57,-1.0,-0.09,395
2013,83.0,4.0,0.33,10.0,61.0,6.1,3.0,0.25,-20
2014,101.0,7.0,0.5,13.0,67.0,5.15,-7.0,-0.5,74
2015,99.0,7.0,0.49,14.0,89.0,6.36,-19.0,-1.36,0
2016,4.0,9.0,0.64,19.0,89.0,4.68,-1.0,-0.07,28
2017,4.0,6.0,0.43,18.0,104.0,5.78,7.0,0.5,-33
2018,4.0,19.0,1.19,22.0,78.0,3.55,7.0,0.44,216
2019,7.0,-6.0,-0.34,1.0,107.0,107.0,-6.0,-0.35,-131
2020,5.0,-8.0,-0.46,-2.0,127.0,0.0,-12.0,-0.71,-33
