Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,122.0,96.0,8.73,1.0,0.0,0.0,-6.0,-0.55,0
2011,899.0,-3.0,-0.09,15.0,86.0,5.73,-8.0,-0.24,-103
2012,814.0,-41.0,-5.87,-15.0,114.0,0.0,-23.0,-3.29,-1271
2013,906.0,-1.0,-0.09,31.0,98.0,3.16,8.0,0.67,97
2014,1106.0,25.0,1.14,67.0,-24.0,-0.0,75.0,3.41,2625
2015,1189.0,-18.0,-0.54,9.0,172.0,19.11,-45.0,-1.36,-171
2016,1622.0,2.0,2.0,59.0,135.0,2.29,19.0,19.0,111
2017,1631.0,-37.0,-0.87,13.0,192.0,14.77,14.0,0.33,-1940
2018,1514.0,-66.0,-1.51,-8.0,204.0,0.0,-12.0,-0.28,-78
2019,1423.0,-100.0,-2.11,-26.0,228.0,0.0,-27.0,-0.57,-51
