Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,450.0,10.0,0.47,22.0,0.0,0.0,9.0,0.43,0
2011,900.0,9.0,0.42,36.0,60.0,1.67,-9.0,-0.43,-9
2012,938.0,15.0,0.55,43.0,41.0,0.95,30.0,1.15,59
2013,992.0,27.0,1.26,66.0,35.0,0.53,5.0,0.24,74
2014,977.0,13.0,0.66,45.0,56.0,1.24,9.0,0.47,-50
2015,1028.0,14.0,0.65,46.0,48.0,1.04,16.0,0.76,7
2016,1020.0,16.0,0.64,47.0,4.0,0.09,59.0,2.36,13
2017,1007.0,0.0,0.0,34.0,39.0,1.15,-20.0,-20.0,-94
2018,986.0,-4.0,-4.0,17.0,59.0,3.47,11.0,11.0,-397
2019,995.0,9.0,0.4,32.0,58.0,1.81,7.0,0.33,434
