Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,90.0,30.0,0.88,23.0,0.0,0.0,17.0,0.5,0
2011,163.0,30.0,0.88,55.0,-77.0,-0.0,4.0,0.12,0
2012,100.0,13.0,0.37,43.0,-64.0,-0.0,-13.0,-0.37,-56
2013,116.0,19.0,0.5,55.0,-106.0,-0.0,32.0,0.84,46
2014,112.0,16.0,0.41,50.0,-145.0,-0.0,36.0,0.92,-15
2015,160.0,32.0,0.7,74.0,-132.0,-0.0,44.0,0.96,99
2016,147.0,35.0,0.76,71.0,-162.0,-0.0,36.0,0.78,9
2017,105.0,2.0,0.04,32.0,-207.0,-0.0,32.0,0.7,-94
2018,4.0,-67.0,-1.44,-63.0,-177.0,-0.0,-19.0,-0.41,-3433
2019,11.0,-25.0,-2.76,-7.0,-100.0,-0.0,-72.0,-8.0,62
