Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,49.0,11.0,0.84,9.0,0.0,0.0,-9.0,-0.69,0
2011,102.0,21.0,1.6,34.0,135.0,3.97,36.0,2.77,90
2012,110.0,24.0,1.84,38.0,79.0,2.08,9.0,0.69,14
2013,114.0,25.0,1.79,44.0,62.0,1.41,52.0,3.71,4
2014,121.0,33.0,1.57,56.0,63.0,1.13,34.0,1.62,31
2015,127.0,36.0,1.64,59.0,72.0,1.22,37.0,1.68,9
2016,139.0,39.0,1.76,66.0,79.0,1.2,55.0,2.5,8
2017,147.0,35.0,1.58,67.0,78.0,1.16,48.0,2.18,-10
2018,157.0,53.0,2.4,71.0,33.0,0.46,58.0,2.64,51
2019,203.0,80.0,3.62,88.0,64.0,0.73,54.0,2.45,50
