Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,33.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2011,50.0,-5.0,-2.5,-4.0,10.0,0.0,-9.0,-4.5,-348
2012,48.0,-6.0,-3.0,-8.0,20.0,0.0,-14.0,-7.0,-20
2013,50.0,4.0,2.0,11.0,17.0,1.55,1.0,0.5,166
2014,53.0,5.0,2.5,11.0,13.0,1.18,5.0,2.5,24
2015,52.0,4.0,2.0,8.0,12.0,1.5,1.0,0.5,-20
2016,55.0,2.0,1.0,7.0,9.0,1.29,-1.0,-0.5,-50
2017,55.0,-2.0,-1.0,4.0,9.0,2.25,-1.0,-0.5,-199
2018,54.0,2.0,1.0,3.0,9.0,3.0,0.0,0.0,200
2019,56.0,3.0,1.5,8.0,3.0,0.38,-1.0,-0.5,49
