Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,24.0,2.0,0.16,3.0,0.0,0.0,3.0,0.25,0
2011,48.0,5.0,0.41,11.0,91.0,8.27,20.0,1.67,148
2012,62.0,9.0,0.75,20.0,13.0,0.65,26.0,2.17,79
2013,78.0,14.0,1.16,25.0,-3.0,-0.0,48.0,4.0,55
2014,82.0,16.0,1.32,31.0,-2.0,-0.0,35.0,2.92,14
2015,83.0,14.0,1.16,26.0,-4.0,-0.0,35.0,2.92,-12
2016,90.0,15.0,1.24,28.0,-4.0,-0.0,40.0,3.33,7
2017,105.0,23.0,1.91,25.0,-3.0,-0.0,53.0,4.42,53
2018,115.0,23.0,1.91,33.0,145.0,4.39,84.0,7.0,0
2019,33.0,26.0,2.15,53.0,72.0,1.36,59.0,4.92,12
2020,6.0,10.0,0.74,28.0,57.0,2.04,57.0,5.18,-61
