Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,267.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0
2011,1039.0,5.0,5.0,16.0,26.0,1.63,11.0,11.0,148
2012,1172.0,5.0,5.0,15.0,19.0,1.27,6.0,6.0,0
2013,1210.0,4.0,4.0,11.0,18.0,1.64,2.0,2.0,-20
2014,1235.0,4.0,4.0,10.0,18.0,1.8,3.0,3.0,0
2015,1280.0,5.0,5.0,13.0,24.0,1.85,-5.0,-5.0,24
2016,1293.0,4.0,4.0,11.0,13.0,1.18,13.0,13.0,-20
2017,1273.0,4.0,4.0,6.0,31.0,5.17,-18.0,-18.0,0
2018,1321.0,4.0,4.0,6.0,39.0,6.5,2.0,2.0,0
2019,1389.0,2.0,2.0,8.0,63.0,7.88,-16.0,-16.0,-50
2020,1432.0,2.0,2.0,6.0,46.0,7.67,-19.0,-19.0,0
