Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,33.0,9.0,4.5,17.0,32.0,1.88,13.0,6.5,0
2012,32.0,8.0,4.0,14.0,23.0,1.64,0.0,0.0,-11
2013,32.0,8.0,1.32,14.0,22.0,1.57,8.0,1.33,0
2014,36.0,8.0,1.32,15.0,106.0,7.07,7.0,1.17,0
2015,53.0,12.0,1.72,19.0,90.0,4.74,25.0,3.57,49
2016,54.0,13.0,1.86,22.0,129.0,5.86,8.0,1.14,8
2017,61.0,13.0,1.86,25.0,41.0,1.64,20.0,2.86,0
2018,74.0,19.0,2.39,32.0,71.0,2.22,31.0,3.88,46
2019,88.0,28.0,3.99,38.0,31.0,0.82,30.0,4.29,47
2020,95.0,29.0,3.68,43.0,91.0,2.12,35.0,3.89,3
