Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,0.0,-9.0,-0.74,-6.0,0.0,0.0,-4.0,-0.33,0
2011,0.0,-15.0,-1.05,-14.0,-15.0,-0.0,-12.0,-0.86,-66
2012,3.0,-9.0,-0.54,-9.0,-4.0,-0.0,-12.0,-0.75,39
2013,7.0,-3.0,0.19,-3.0,-6.0,-0.0,-9.0,0.6,66
2014,0.0,-8.0,0.16,-8.0,-11.0,-0.0,0.0,0.0,-167
2015,0.0,-7.0,0.17,-7.0,-22.0,-0.0,-7.0,0.19,12
2016,0.0,-9.0,0.18,-9.0,-24.0,-0.0,-9.0,0.19,-28
2017,0.0,-9.0,0.18,-11.0,-27.0,-0.0,-5.0,0.11,0
2018,0.0,-14.0,0.18,-15.0,-62.0,-0.0,-8.0,0.11,-55
2019,0.0,-10.0,-0.21,-12.0,-63.0,-0.0,-11.0,-0.26,28
2020,0.0,-8.0,-0.16,-10.0,-61.0,-0.0,-10.0,-0.22,19
