Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,21.0,-1.0,-0.02,0.0,0.0,0.0,0.0,0.0,0
2011,75.0,-7.0,-0.14,-3.0,-15.0,-0.0,-8.0,-0.15,-607
2012,70.0,-51.0,-0.86,-28.0,2.0,0.0,-16.0,-0.27,-629
2013,72.0,-34.0,-5.67,-17.0,0.0,0.0,-7.0,-1.17,33
2014,79.0,-16.0,-2.01,-8.0,-16.0,-0.0,-14.0,-1.75,52
2015,59.0,-38.0,-3.8,-31.0,7.0,0.0,-23.0,-2.3,-137
2016,54.0,-12.0,-1.09,-5.0,5.0,0.0,-10.0,-0.91,68
2017,58.0,-7.0,-0.55,-2.0,-13.0,-0.0,-10.0,-0.77,41
2018,77.0,-4.0,-0.26,2.0,3.0,1.5,-9.0,-0.6,42
2019,82.0,0.0,0.0,3.0,5.0,1.67,-4.0,-0.25,100
