Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2017,224.0,-37.0,-1.58,-33.0,0.0,0.0,-27.0,-1.17,0
2018,166.0,-45.0,-1.71,-38.0,-33.0,-0.0,-25.0,-0.96,-21
2019,214.0,-57.0,-0.56,-44.0,-159.0,-0.0,-35.0,-0.33,-26
2020,252.0,-60.0,-0.56,-46.0,-158.0,-0.0,-26.0,-0.23,-5
