Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,64.0,-24.0,-1.85,1.0,0.0,0.0,7.0,0.54,0
2011,98.0,-6.0,-0.42,-1.0,102.0,0.0,23.0,1.64,74
2012,94.0,1.0,0.07,5.0,176.0,35.2,39.0,2.79,116
2013,84.0,81.0,6.23,15.0,97.0,6.47,30.0,2.31,7919
2014,84.0,8.0,0.32,15.0,139.0,9.27,-10.0,-0.4,-90
2015,87.0,13.0,0.44,25.0,126.0,5.04,15.0,0.52,62
2016,89.0,14.0,0.47,23.0,163.0,7.09,22.0,0.76,7
2017,104.0,15.0,0.52,36.0,208.0,5.78,32.0,1.1,7
2018,120.0,32.0,1.09,46.0,275.0,5.98,49.0,1.69,113
2019,130.0,38.0,1.3,54.0,171.0,3.17,47.0,1.62,18
