Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,725.0,63.0,1.79,148.0,-36.0,-0.0,57.0,1.63,0
2011,787.0,91.0,2.75,163.0,70.0,0.43,18.0,0.55,44
2012,776.0,78.0,2.6,180.0,4.0,0.02,147.0,4.9,-14
2013,771.0,76.0,2.46,156.0,113.0,0.72,149.0,4.81,-2
2014,792.0,89.0,2.97,159.0,147.0,0.92,130.0,4.33,17
2015,762.0,87.0,2.9,154.0,385.0,2.5,119.0,3.97,-2
2016,838.0,82.0,2.74,152.0,333.0,2.19,99.0,3.3,-5
2017,980.0,33.0,1.09,187.0,578.0,3.09,97.0,3.23,-59
2018,1039.0,93.0,3.08,206.0,528.0,2.56,111.0,3.7,181
2019,1021.0,84.0,2.78,189.0,438.0,2.32,141.0,4.7,-9
