Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2017,1152.0,23.0,0.18,57.0,0.0,0.0,0.0,0.0,0
2018,1200.0,311.0,2.54,-18.0,-184.0,-0.0,0.0,0.0,1251
2019,4988.0,36.0,0.3,220.0,1058.0,4.81,-72.0,-0.59,-88
