Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,132.0,5.0,0.35,6.0,1.0,0.17,27.0,1.93,0
2011,165.0,-13.0,-0.92,-6.0,9.0,0.0,-4.0,-0.29,-359
2012,156.0,-3.0,-0.21,3.0,3.0,1.0,4.0,0.29,76
2013,152.0,-1.0,-0.07,3.0,7.0,2.33,-3.0,-0.21,66
2014,163.0,1.0,0.07,8.0,8.0,1.0,-1.0,-0.07,201
2015,173.0,5.0,0.31,13.0,3.0,0.23,6.0,0.4,395
2017,171.0,22.0,1.47,12.0,4.0,0.33,2.0,0.13,339
2018,-1.0,0.0,0.0,7.0,15.0,2.14,-9.0,-0.6,-100
2019,-2.0,0.0,0.0,6.0,19.0,3.17,-2.0,-0.13,-100
2020,-2.0,-1.0,-0.07,6.0,15.0,2.5,5.0,0.33,-10100
