Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2014,83.0,-9.0,-9.0,2.0,23.0,11.5,-22.0,-22.0,0
2015,94.0,-7.0,-0.34,5.0,42.0,8.4,-18.0,-0.86,22
2016,79.0,-25.0,-1.25,-16.0,26.0,0.0,-27.0,-1.35,-257
2017,75.0,-15.0,-0.94,-7.0,25.0,0.0,-15.0,-0.94,39
