Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,18.0,2.0,0.5,1.0,0.0,0.0,3.0,0.75,0
2011,39.0,5.0,1.25,6.0,25.0,4.17,12.0,3.0,148
2012,40.0,5.0,1.25,8.0,17.0,2.13,5.0,1.25,0
2013,39.0,6.0,1.5,9.0,18.0,2.0,7.0,1.75,19
2014,41.0,7.0,0.0,10.0,24.0,2.4,6.0,0.0,16
2015,40.0,6.0,1.5,10.0,23.0,2.3,5.0,1.25,-14
2016,43.0,6.0,1.5,8.0,33.0,4.13,7.0,1.75,0
2017,49.0,6.0,1.5,10.0,32.0,3.2,10.0,2.5,0
2018,51.0,9.0,2.25,13.0,35.0,2.69,11.0,2.75,49
2019,50.0,12.0,3.0,10.0,30.0,3.0,8.0,2.0,33
