Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,8.0,-13.0,-1.62,-12.0,0.0,0.0,-9.0,-1.13,0
2011,1.0,-60.0,-2.84,-60.0,-48.0,-0.0,-21.0,-1.0,-392
2012,24.0,-90.0,-2.42,-89.0,-45.0,-0.0,0.0,0.0,-50
2013,9.0,-239.0,-5.67,-282.0,-19.0,-0.0,0.0,0.0,-167
2014,1.0,-17.0,-0.36,-13.0,-8.0,-0.0,0.0,0.0,93
2015,5.0,-23.0,-0.41,-22.0,-2.0,-0.0,0.0,0.0,-37
2016,4.0,-9.0,0.03,-6.0,-3.0,-0.0,0.0,0.0,63
2017,4.0,-5.0,0.01,-4.0,-4.0,-0.0,0.0,0.0,49
2018,4.0,-2.0,0.04,-2.0,-4.0,-0.0,1.0,-0.03,74
2019,5.0,-4.0,-0.02,-2.0,-4.0,-0.0,1.0,0.01,-203
2020,5.0,-5.0,-0.03,-4.0,-1.0,-0.0,-3.0,-0.03,-33
