Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,3.0,-3.0,0.0,-3.0,-1.0,-0.0,-1.0,0.0,0
2011,3.0,-3.0,-0.01,-3.0,-1.0,-0.0,-3.0,0.0,0
2012,4.0,-4.0,-0.04,-4.0,1.0,0.0,-4.0,-0.08,-33
2013,2.0,-2.0,-0.06,-2.0,0.0,0.0,-2.0,-0.08,49
2014,2.0,-13.0,-15.89,-13.0,-24.0,-0.0,-14.0,-14.0,-553
2015,4.0,-28.0,-28.0,-27.0,-35.0,-0.0,-28.0,-28.0,-115
2016,4.0,-31.0,-31.0,-30.0,-6.0,-0.0,-27.0,-27.0,-10
2017,9.0,-31.0,-31.0,-31.0,-16.0,-0.0,-34.0,-34.0,0
2018,8.0,-33.0,-33.0,-32.0,-12.0,-0.0,-34.0,-34.0,-6
2019,13.0,-33.0,-14.0,-33.0,-18.0,-0.0,-31.0,-0.02,0
