Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,0.0,-2.0,-0.1,-2.0,0.0,0.0,-1.0,-0.06,0
2011,0.0,-4.0,-0.8,-4.0,-7.0,-0.0,-6.0,-1.2,-203
2012,0.0,-8.0,-1.6,-7.0,-1.0,-0.0,-11.0,-2.2,-134
2013,4.0,-14.0,-1.06,-8.0,-23.0,-0.0,-8.0,-0.62,-85
2014,4.0,-13.0,-4.33,-13.0,-8.0,-0.0,-16.0,-5.33,7
2015,4.0,-10.0,-2.0,-10.0,-11.0,-0.0,-14.0,-2.8,24
2016,1.0,-6.0,-3.0,-7.0,-1.0,-0.0,-10.0,-5.0,44
2017,0.0,-13.0,-4.33,-12.0,-15.0,-0.0,-12.0,-4.0,-140
2018,0.0,-18.0,-2.24,-20.0,-41.0,-0.0,-19.0,-2.38,-41
2019,0.0,-28.0,-2.8,-29.0,-12.0,-0.0,-29.0,-2.9,-58
