Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,30.0,6.0,1.2,10.0,0.0,0.0,16.0,3.2,0
2011,68.0,14.0,2.8,25.0,-87.0,-0.0,20.0,4.0,132
2012,68.0,15.0,3.0,29.0,-13.0,-0.0,19.0,3.8,7
2013,64.0,13.0,2.6,24.0,-84.0,-0.0,20.0,4.0,-13
2014,78.0,18.0,2.98,35.0,-21.0,-0.0,17.0,2.83,38
2015,75.0,16.0,2.64,32.0,46.0,1.44,21.0,3.5,-11
2016,80.0,20.0,3.32,40.0,-43.0,-0.0,22.0,3.67,24
2017,76.0,15.0,2.48,22.0,-198.0,-0.0,23.0,3.83,-25
2018,100.0,30.0,2.13,49.0,9.0,0.18,38.0,2.71,99
2019,103.0,33.0,2.52,49.0,-181.0,-0.0,37.0,2.85,9
