Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,107.0,13.0,1.17,19.0,0.0,0.0,22.0,2.0,0
2011,229.0,28.0,2.52,36.0,15.0,0.42,27.0,2.45,115
2012,247.0,24.0,2.16,41.0,7.0,0.17,33.0,3.0,-14
2013,262.0,19.0,1.56,43.0,29.0,0.67,38.0,3.17,-20
2014,303.0,24.0,1.99,50.0,21.0,0.42,35.0,2.92,26
2015,330.0,26.0,2.16,52.0,34.0,0.65,32.0,2.67,8
2016,362.0,24.0,1.99,57.0,31.0,0.54,43.0,3.58,-7
2017,438.0,26.0,2.16,63.0,39.0,0.62,50.0,4.17,8
2018,489.0,47.0,1.8,67.0,16.0,0.24,67.0,2.58,80
2019,529.0,56.0,3.49,76.0,28.0,0.37,52.0,3.25,19
