Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,308.0,25.0,0.81,55.0,58.0,1.05,43.0,1.39,0
2012,361.0,31.0,1.03,67.0,12.0,0.18,50.0,1.67,23
2013,415.0,38.0,1.22,77.0,-78.0,-0.0,40.0,1.29,22
2014,984.0,57.0,1.72,108.0,-206.0,-0.0,134.0,4.06,49
2015,1179.0,63.0,1.86,126.0,20.0,0.16,123.0,3.62,10
2016,1510.0,109.0,3.02,177.0,-46.0,-0.0,154.0,4.28,72
2017,1680.0,162.0,4.38,215.0,-228.0,-0.0,153.0,4.14,48
2018,934.0,145.0,3.8,216.0,-178.0,-0.0,223.0,5.87,-10
2019,1085.0,144.0,3.78,234.0,-271.0,-0.0,212.0,5.58,0
2020,1114.0,164.0,4.21,236.0,-339.0,-0.0,248.0,6.05,13
