Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,39.0,3.0,0.27,1.0,0.0,0.0,9.0,0.82,0
2011,65.0,6.0,0.42,15.0,20.0,1.33,30.0,2.14,99
2012,66.0,6.0,0.42,17.0,29.0,1.71,32.0,2.29,0
2013,64.0,11.0,0.77,25.0,-21.0,-0.0,27.0,1.93,83
2014,66.0,13.0,0.92,28.0,6.0,0.21,23.0,1.64,18
2015,76.0,16.0,1.23,35.0,61.0,1.74,24.0,1.85,22
2016,82.0,16.0,1.23,35.0,20.0,0.57,11.0,0.85,0
2017,96.0,18.0,1.3,41.0,-6.0,-0.0,34.0,2.43,12
2018,112.0,27.0,1.78,50.0,18.0,0.36,25.0,1.67,49
2019,119.0,33.0,2.19,42.0,-11.0,-0.0,60.0,4.0,22
