Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,15.0,3.0,0.12,9.0,0.0,0.0,7.0,0.28,0
2011,25.0,4.0,0.12,17.0,300.0,17.65,17.0,0.65,32
2012,29.0,4.0,-0.04,22.0,380.0,17.27,16.0,-0.16,0
2013,35.0,4.0,-0.2,26.0,439.0,16.88,17.0,-0.94,0
2014,52.0,-5.0,-0.63,26.0,495.0,19.04,20.0,2.5,-224
2015,56.0,3.0,-0.06,40.0,521.0,13.03,24.0,-0.57,160
2016,60.0,3.0,-0.16,42.0,507.0,12.07,33.0,-1.83,0
2017,73.0,6.0,-0.18,47.0,538.0,11.45,37.0,-1.19,99
2018,83.0,10.0,0.01,58.0,562.0,9.69,48.0,0.14,66
2019,87.0,9.0,0.28,59.0,622.0,10.54,54.0,1.8,-10
2020,90.0,7.0,0.21,58.0,659.0,11.36,61.0,1.97,-22
