Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,175.0,-4.0,-0.07,10.0,0.0,0.0,29.0,0.48,0
2011,265.0,-12.0,-0.19,30.0,82.0,2.73,27.0,0.44,-200
2012,306.0,3.0,0.04,34.0,3.0,0.09,56.0,0.82,125
2013,340.0,34.0,0.49,40.0,-3.0,-0.0,35.0,0.51,1029
2014,390.0,40.0,0.6,81.0,-9.0,-0.0,46.0,0.71,17
2015,439.0,46.0,0.7,90.0,2.0,0.02,39.0,0.62,14
2016,478.0,65.0,1.07,117.0,-18.0,-0.0,74.0,1.25,41
2017,563.0,93.0,1.55,157.0,-30.0,-0.0,89.0,1.51,43
2018,682.0,133.0,2.24,191.0,-105.0,-0.0,105.0,1.78,42
2019,743.0,142.0,2.43,200.0,-148.0,-0.0,91.0,1.57,6
2020,764.0,153.0,2.62,216.0,23.0,0.11,80.0,1.38,7
