Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,22.0,-4.0,-4.0,-1.0,0.0,0.0,-1.0,-1.0,0
2011,82.0,-12.0,-0.58,2.0,14.0,7.0,-23.0,-1.1,-200
2012,89.0,-109.0,-4.74,-78.0,21.0,0.0,2.0,0.09,-809
2013,89.0,-9.0,-0.4,5.0,22.0,4.4,1.0,0.04,91
2014,104.0,-11.0,-0.47,4.0,24.0,6.0,5.0,0.21,-22
2015,125.0,2.0,0.08,12.0,19.0,1.58,7.0,0.26,118
2016,141.0,-6.0,-0.21,10.0,257.0,25.7,8.0,0.29,-398
2017,284.0,-6.0,-0.18,35.0,267.0,7.63,1.0,0.03,0
2018,299.0,-55.0,-1.5,-19.0,182.0,0.0,12.0,0.32,-818
2019,305.0,3.0,2.02,40.0,195.0,4.88,10.0,10.0,105
