Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,48.0,10.0,1.0,9.0,0.0,0.0,6.0,0.6,0
2011,103.0,20.0,1.52,42.0,93.0,2.21,27.0,2.08,99
2012,112.0,22.0,1.69,42.0,119.0,2.83,33.0,2.54,9
2013,114.0,24.0,1.84,45.0,278.0,6.18,32.0,2.46,9
2014,117.0,28.0,2.16,45.0,276.0,6.13,29.0,2.23,16
2015,124.0,26.0,1.86,45.0,271.0,6.02,34.0,2.43,-7
2016,136.0,30.0,2.14,52.0,299.0,5.75,37.0,2.64,15
2017,145.0,32.0,2.13,52.0,386.0,7.42,36.0,2.4,6
2018,157.0,38.0,2.52,56.0,406.0,7.25,60.0,4.0,18
2019,167.0,47.0,2.92,68.0,202.0,2.97,52.0,3.25,23
