Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,520.0,9.0,0.5,17.0,0.0,0.0,-15.0,-0.83,0
2012,1657.0,42.0,2.1,96.0,-18.0,-0.0,-196.0,-9.8,366
2013,2197.0,41.0,2.05,115.0,68.0,0.59,-143.0,-7.15,-2
2014,2224.0,6.0,0.28,77.0,152.0,1.97,-83.0,-3.95,-85
2015,1898.0,-33.0,-1.65,27.0,76.0,2.81,41.0,2.05,-649
2016,1366.0,-36.0,-1.72,4.0,84.0,21.0,231.0,11.0,-9
2017,1211.0,-12.0,-0.57,24.0,74.0,3.08,131.0,6.24,66
2018,1201.0,-7.0,-0.33,26.0,45.0,1.73,76.0,3.62,41
2019,1259.0,12.0,0.57,51.0,17.0,0.33,36.0,1.71,271
2020,1302.0,13.0,0.61,50.0,7.0,0.14,-20.0,-0.95,8
