Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,46310.0,-26362.0,-798.85,-8049.0,0.0,0.0,-51686.0,-1566.24,0
2011,188.0,42.0,1.24,46.0,391.0,8.5,106.0,3.12,100
2012,205.0,40.0,1.17,78.0,245.0,3.14,106.0,3.12,-4
2013,220.0,56.0,1.64,97.0,180.0,1.86,120.0,3.53,39
2014,243.0,69.0,1.97,117.0,336.0,2.87,88.0,2.51,23
2015,321.0,93.0,2.51,156.0,445.0,2.85,73.0,1.97,34
2016,444.0,125.0,2.91,215.0,758.0,3.53,111.0,2.58,34
2017,687.0,172.0,2.69,284.0,1744.0,6.14,94.0,1.47,37
2018,735.0,357.0,4.61,243.0,1830.0,7.53,447.0,5.81,107
2019,977.0,399.0,5.23,473.0,2643.0,5.59,392.0,5.16,11
