Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,76.0,-4.0,-0.2,17.0,0.0,0.0,2.0,0.1,0
2011,172.0,32.0,-0.6,83.0,217.0,2.61,28.0,-0.52,902
2012,177.0,29.0,1.32,65.0,208.0,3.2,44.0,2.0,-9
2013,192.0,27.0,1.22,70.0,272.0,3.89,0.0,0.0,-6
2014,185.0,25.0,1.0,63.0,217.0,3.44,24.0,0.96,-7
2015,178.0,5.0,-0.39,41.0,244.0,5.95,37.0,-2.85,-80
2016,176.0,-5.0,-1.0,38.0,323.0,8.5,35.0,7.0,-199
2017,180.0,19.0,-0.15,60.0,309.0,5.15,44.0,-0.33,480
2018,383.0,-43.0,-1.67,3.0,268.0,89.33,20.0,0.77,-326
2019,1536.0,16.0,0.39,59.0,254.0,4.31,33.0,0.85,137
