Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,522.0,-37.0,-1.94,29.0,73.0,2.52,-7.0,-0.37,0
2012,589.0,24.0,1.27,57.0,63.0,1.11,12.0,0.63,164
2013,596.0,77.0,4.05,65.0,31.0,0.48,31.0,1.63,220
2014,581.0,29.0,1.53,67.0,39.0,0.58,10.0,0.53,-62
2015,576.0,24.0,1.2,69.0,63.0,0.91,23.0,1.15,-17
2016,596.0,17.0,0.85,58.0,216.0,3.72,31.0,1.55,-29
2017,635.0,9.0,0.45,58.0,343.0,5.91,45.0,2.25,-47
2018,837.0,21.0,0.92,106.0,300.0,2.83,55.0,2.39,133
2019,874.0,40.0,1.73,98.0,229.0,2.34,67.0,2.91,90
2020,834.0,68.0,2.85,123.0,167.0,1.36,86.0,3.58,69
