Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,8.0,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0
2011,33.0,0.0,0.0,3.0,44.0,14.67,5.0,0.0,-100
2012,32.0,4.0,0.68,7.0,34.0,4.86,9.0,1.5,39900
2013,34.0,4.0,0.68,7.0,33.0,4.71,9.0,1.5,0
2014,32.0,4.0,0.68,9.0,34.0,3.78,2.0,0.33,0
2015,34.0,6.0,1.0,14.0,31.0,2.21,6.0,1.0,49
2016,40.0,8.0,1.32,16.0,14.0,0.88,8.0,1.33,33
2017,46.0,13.0,1.86,21.0,-17.0,-0.0,8.0,1.14,62
2018,49.0,15.0,2.14,22.0,-20.0,-0.0,17.0,2.43,15
2019,63.0,22.0,2.74,29.0,-25.0,-0.0,12.0,1.5,46
2020,64.0,23.0,2.87,30.0,-24.0,-0.0,15.0,1.88,4
