Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,210.0,5.0,0.42,12.0,0.0,0.0,-22.0,-1.83,0
2011,442.0,13.0,1.09,32.0,95.0,2.97,9.0,0.75,159
2012,485.0,20.0,1.66,35.0,94.0,2.69,18.0,1.5,53
2013,500.0,8.0,0.67,37.0,64.0,1.73,30.0,2.5,-60
2014,585.0,3.0,0.23,35.0,132.0,3.77,1.0,0.08,-62
2015,585.0,13.0,1.0,37.0,92.0,2.49,42.0,3.23,331
2016,591.0,15.0,1.07,41.0,88.0,2.15,28.0,2.0,15
2017,577.0,2.0,0.14,29.0,88.0,3.03,10.0,0.67,-86
2018,703.0,-3.0,-0.15,42.0,298.0,7.1,12.0,0.63,-249
2019,732.0,-42.0,-2.1,4.0,284.0,71.0,22.0,1.1,-1304
