Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,33.0,8.0,1.34,7.0,0.0,0.0,6.0,1.0,0
2011,81.0,21.0,3.5,35.0,-8.0,-0.0,18.0,3.0,162
2012,103.0,33.0,1.65,52.0,-24.0,-0.0,34.0,1.7,57
2013,121.0,39.0,1.86,63.0,-42.0,-0.0,68.0,3.24,18
2014,140.0,51.0,1.08,78.0,-29.0,-0.0,59.0,1.26,30
2015,174.0,62.0,1.2,94.0,9.0,0.1,68.0,1.33,21
2016,203.0,78.0,1.5,115.0,-1.0,-0.0,76.0,1.46,25
2017,245.0,92.0,1.76,142.0,-22.0,-0.0,97.0,1.87,17
2018,280.0,135.0,2.53,174.0,-33.0,-0.0,162.0,3.06,46
2019,299.0,143.0,2.68,185.0,-44.0,-0.0,149.0,2.81,5
2020,310.0,142.0,2.66,184.0,-16.0,-0.0,160.0,3.02,0
