Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2013,4.0,-50.0,-50.0,-31.0,21.0,0.0,-51.0,-51.0,0
2014,4.0,-61.0,-3.21,-50.0,-169.0,-0.0,-60.0,-3.16,-22
2015,4.0,-72.0,-3.01,-68.0,-251.0,-0.0,-58.0,-2.42,-18
2016,4.0,-86.0,-3.08,-84.0,-185.0,-0.0,-62.0,-2.21,-19
2017,4.0,-118.0,-3.94,-117.0,-282.0,-0.0,-98.0,-3.27,-37
2018,5.0,-141.0,-3.9,-140.0,-175.0,-0.0,-107.0,-2.97,-19
2019,3.0,-158.0,-3.66,-162.0,-289.0,-0.0,-108.0,-2.51,-12
