Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,12.0,2.0,0.18,2.0,0.0,0.0,2.0,0.18,0
2011,27.0,4.0,0.36,4.0,45.0,11.25,7.0,0.64,99
2012,35.0,5.0,0.45,5.0,59.0,11.8,5.0,0.45,24
2013,30.0,4.0,0.36,4.0,62.0,15.5,1.0,0.09,-20
2014,34.0,5.0,0.45,7.0,48.0,6.86,6.0,0.55,24
2015,39.0,8.0,0.68,11.0,81.0,7.36,7.0,0.58,59
2016,42.0,8.0,0.68,12.0,91.0,7.58,12.0,1.0,0
2017,72.0,3.0,0.16,16.0,400.0,25.0,20.0,1.11,-62
2018,99.0,31.0,1.28,49.0,232.0,4.73,39.0,1.63,929
2019,95.0,31.0,1.28,44.0,183.0,4.16,31.0,1.29,0
