Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,19.0,-12.0,-1.33,-4.0,0.0,0.0,0.0,0.0,0
2011,32.0,10.0,1.0,4.0,56.0,14.0,-39.0,-3.9,183
2012,34.0,8.0,0.56,-5.0,60.0,0.0,6.0,0.43,-20
2013,30.0,-21.0,-1.29,-6.0,74.0,0.0,30.0,1.88,-362
2014,35.0,2.0,-0.04,-2.0,48.0,0.0,5.0,-0.1,109
2015,35.0,13.0,0.52,2.0,17.0,8.5,0.0,0.0,546
2016,37.0,-32.0,-1.53,-15.0,16.0,0.0,-1.0,-0.05,-345
2017,46.0,8.0,0.43,8.0,46.0,5.75,5.0,0.28,125
2018,51.0,25.0,1.12,14.0,44.0,3.14,12.0,0.55,212
2019,53.0,5.0,0.2,5.0,30.0,6.0,11.0,0.48,-80
2020,52.0,2.0,0.08,1.0,121.0,121.0,9.0,0.39,-60
