Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,93.0,0.0,0.0,2.0,0.0,0.0,14.0,0.56,0
2011,191.0,23.0,0.88,38.0,416.0,10.95,83.0,3.19,2276
2012,215.0,44.0,1.57,64.0,246.0,3.84,69.0,2.46,87
2013,208.0,42.0,1.44,63.0,287.0,4.56,180.0,6.21,-4
2014,247.0,59.0,1.64,86.0,278.0,3.23,74.0,2.06,39
2015,265.0,64.0,1.73,96.0,416.0,4.33,54.0,1.46,8
2016,290.0,80.0,2.01,114.0,446.0,3.91,101.0,2.53,24
2017,346.0,95.0,2.1,140.0,535.0,3.82,125.0,2.78,18
2018,414.0,157.0,3.18,194.0,427.0,2.2,178.0,3.63,64
2019,441.0,162.0,3.16,199.0,499.0,2.51,176.0,3.45,3
