Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,19.0,6.0,0.22,8.0,0.0,0.0,8.0,0.29,0
2011,30.0,1.0,0.04,3.0,-20.0,-0.0,1.0,0.04,-83
2012,32.0,-5.0,-0.2,-3.0,-21.0,-0.0,-3.0,-0.12,-595
2013,29.0,-5.0,-0.2,-5.0,-23.0,-0.0,0.0,0.0,0
2014,32.0,-1.0,-0.03,0.0,-18.0,0.0,-9.0,-0.33,79
2015,28.0,3.0,0.12,5.0,-14.0,-0.0,-7.0,-0.24,403
2016,27.0,-4.0,-0.12,-2.0,-12.0,-0.0,-4.0,-0.14,-232
2017,32.0,-4.0,-0.12,-2.0,-10.0,-0.0,-4.0,-0.13,0
2018,31.0,-4.0,-0.12,2.0,-7.0,-0.0,-4.0,-0.13,0
2019,39.0,2.0,0.06,5.0,-9.0,-0.0,-3.0,-0.09,150
