Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,16.0,2.0,0.28,1.0,85.0,85.0,4.0,0.57,0
2011,32.0,4.0,0.56,4.0,73.0,18.25,12.0,1.71,99
2012,32.0,4.0,0.56,7.0,67.0,9.57,7.0,1.0,0
2013,32.0,4.0,0.56,8.0,98.0,12.25,3.0,0.43,0
2014,34.0,4.0,0.56,10.0,111.0,11.1,6.0,0.86,0
2015,39.0,7.0,0.77,14.0,85.0,6.07,-2.0,-0.22,74
2016,48.0,12.0,1.32,19.0,109.0,5.74,-1.0,-0.11,71
2017,52.0,11.0,1.1,22.0,262.0,11.91,8.0,0.8,-8
2018,62.0,20.0,2.0,27.0,200.0,7.41,32.0,3.2,81
2019,66.0,21.0,1.89,31.0,272.0,8.77,30.0,2.73,4
