Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,175.0,15.0,3.0,16.0,0.0,0.0,8.0,1.6,0
2011,423.0,28.0,5.6,54.0,-3.0,-0.0,0.0,0.0,86
2012,437.0,28.0,5.6,54.0,-18.0,-0.0,32.0,6.4,0
2013,407.0,19.0,3.8,41.0,-10.0,-0.0,3.0,0.6,-32
2014,386.0,11.0,2.2,32.0,3.0,0.09,9.0,1.8,-42
2015,352.0,6.0,1.2,22.0,2.0,0.09,13.0,2.6,-45
2016,335.0,13.0,2.6,31.0,14.0,0.45,0.0,0.0,116
2017,376.0,12.0,2.4,38.0,-8.0,-0.0,23.0,4.6,-7
2018,419.0,25.0,5.0,44.0,-9.0,-0.0,14.0,2.8,108
2019,443.0,21.0,4.2,45.0,27.0,0.6,-1.0,-0.2,-16
2020,448.0,23.0,4.6,49.0,37.0,0.76,-8.0,-1.6,9
