Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,67.0,2.0,0.12,1.0,0.0,0.0,2.0,0.12,0
2011,136.0,6.0,0.36,12.0,-3.0,-0.0,5.0,0.29,198
2012,134.0,10.0,0.6,16.0,-22.0,-0.0,14.0,0.82,66
2013,195.0,6.0,0.3,14.0,66.0,4.71,18.0,0.9,-40
2014,262.0,11.0,0.43,29.0,92.0,3.17,23.0,0.88,83
2015,365.0,-4.0,-0.14,18.0,142.0,7.89,14.0,0.5,-136
2016,415.0,-39.0,-1.19,-6.0,83.0,0.0,67.0,2.03,-877
2017,342.0,-2.0,-0.05,24.0,90.0,3.75,5.0,0.15,94
2018,336.0,-7.0,-0.21,22.0,32.0,1.45,22.0,0.65,-251
2019,341.0,15.0,0.4,29.0,30.0,1.03,4.0,0.11,314
