Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,21.0,4.0,0.66,4.0,0.0,0.0,-2.0,-0.33,0
2011,48.0,8.0,1.32,18.0,7.0,0.39,13.0,2.17,79
2012,56.0,11.0,1.39,24.0,-3.0,-0.0,16.0,2.0,33
2013,59.0,12.0,1.32,24.0,86.0,3.58,20.0,2.22,8
2014,74.0,13.0,1.17,23.0,145.0,6.3,21.0,1.91,7
2015,107.0,19.0,1.36,33.0,362.0,10.97,26.0,1.86,42
2016,134.0,33.0,1.94,54.0,489.0,9.06,38.0,2.24,69
2017,144.0,20.0,1.04,42.0,505.0,12.02,43.0,2.26,-38
2018,147.0,37.0,1.93,53.0,178.0,3.36,50.0,2.63,80
2019,166.0,49.0,2.45,71.0,437.0,6.15,64.0,3.2,31
