Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,62.0,11.0,0.69,10.0,0.0,0.0,-4.0,-0.25,0
2011,136.0,27.0,1.7,47.0,511.0,10.87,35.0,2.19,145
2012,154.0,33.0,2.06,55.0,322.0,5.85,1.0,0.06,22
2013,151.0,33.0,2.06,56.0,229.0,4.09,124.0,7.75,0
2014,157.0,39.0,2.44,62.0,352.0,5.68,-1.0,-0.06,18
2015,160.0,42.0,2.48,68.0,308.0,4.53,46.0,2.71,7
2016,173.0,45.0,2.66,76.0,765.0,10.07,54.0,3.18,7
2017,183.0,43.0,2.53,84.0,735.0,8.75,52.0,3.06,-4
2018,193.0,67.0,3.94,93.0,884.0,9.51,77.0,4.53,55
2019,198.0,67.0,3.93,96.0,1032.0,10.75,68.0,4.0,0
