Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,476.0,35.0,2.91,100.0,0.0,0.0,24.0,2.0,0
2010,918.0,52.0,4.72,175.0,158.0,0.9,117.0,10.64,48
2011,310.0,50.0,4.54,72.0,124.0,1.72,38.0,3.45,-3
2012,256.0,11.0,5.5,10.0,-69.0,-0.0,15.0,7.5,-78
2013,176.0,-88.0,3.67,-33.0,-68.0,-0.0,7.0,-0.29,-899
2014,163.0,-4.0,2.0,11.0,-78.0,-0.0,8.0,-4.0,95
2015,150.0,28.0,2.8,15.0,-90.0,-0.0,-2.0,-0.2,801
2016,144.0,-9.0,15.56,15.0,-98.0,-0.0,-7.0,2.33,-132
