Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,629.0,46.0,0.39,76.0,0.0,0.0,0.0,0.0,0
2010,2914.0,221.0,2.13,379.0,4423.0,11.67,-1037.0,-10.07,380
2011,3332.0,265.0,2.05,476.0,4077.0,8.57,1523.0,11.9,19
2012,3804.0,291.0,2.28,482.0,4889.0,10.14,316.0,2.49,9
2013,4484.0,395.0,2.77,577.0,5389.0,9.34,589.0,4.15,35
2014,4860.0,447.0,3.36,755.0,4481.0,5.94,447.0,3.39,13
2015,5201.0,517.0,3.27,839.0,4885.0,5.82,824.0,5.25,15
2016,1001.0,539.0,3.91,-3545.0,8261.0,0.0,-693.0,-5.06,4
2017,1218.0,637.0,4.12,-4168.0,5582.0,0.0,1116.0,7.25,18
2018,1415.0,850.0,6.62,-4435.0,5389.0,0.0,1770.0,13.83,33
2019,7926.0,1034.0,7.16,1687.0,3550.0,2.1,439.0,3.05,21
2020,8493.0,1546.0,10.83,2216.0,3799.0,1.71,751.0,5.33,49
